group,group_label,contact_mode,contact_label,threshold,threshold_reached,time_ps,time_ns,err_low_ps,err_low_ns,err_high_ps,err_high_ns,err_sym_ps,err_sym_ns
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,any_nac_to_nac_bb,Any BB-BB contact,1/e,True,2142.1647761618083,2.1421647761618083,46.379471905662285,0.04637947190566229,46.48791855122363,0.04648791855122363,46.48791855122363,0.04648791855122363
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,any_nac_to_nac_bb,Any BB-BB contact,1/e,True,2533.4458070413048,2.533445807041305,200.04432060833324,0.20004432060833324,196.08946065271948,0.19608946065271948,200.04432060833324,0.20004432060833324
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,any_nac_to_nac_bb,Any BB-BB contact,1/e,True,2178.0390958125713,2.1780390958125713,21.048268027403992,0.02104826802740399,21.05930977448861,0.02105930977448861,21.05930977448861,0.02105930977448861
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,any_nac_to_nac_bb,Any BB-BB contact,1/e,True,2221.2378724522505,2.2212378724522504,33.09215856681203,0.03309215856681203,33.3667647827624,0.033366764782762404,33.3667647827624,0.033366764782762404
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,three_antisymmetric_nac_bb,Any 3 banded antisymmetric BB contacts,1/e,True,1446.469620988118,1.446469620988118,15.414867274949302,0.015414867274949302,15.380904410881385,0.015380904410881385,15.414867274949302,0.015414867274949302
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,three_antisymmetric_nac_bb,Any 3 banded antisymmetric BB contacts,1/e,True,1878.6103578194493,1.8786103578194493,112.00069152310971,0.11200069152310971,110.54055626787613,0.11054055626787612,112.00069152310971,0.11200069152310971
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,three_antisymmetric_nac_bb,Any 3 banded antisymmetric BB contacts,1/e,True,1468.909833702193,1.468909833702193,42.97137317987722,0.04297137317987722,42.77805133467541,0.04277805133467541,42.97137317987722,0.04297137317987722
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,three_antisymmetric_nac_bb,Any 3 banded antisymmetric BB contacts,1/e,True,1503.0553554918054,1.5030553554918054,29.147262653580356,0.029147262653580357,29.71507636826277,0.02971507636826277,29.71507636826277,0.02971507636826277
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,antisymmetric_nac_bb,Any 1 banded antisymmetric BB contact,1/e,True,1802.3527226204528,1.8023527226204528,16.344904762342594,0.016344904762342596,16.4281815001641,0.0164281815001641,16.4281815001641,0.0164281815001641
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,antisymmetric_nac_bb,Any 1 banded antisymmetric BB contact,1/e,True,2201.3509865782753,2.201350986578275,167.41773035181222,0.16741773035181223,179.99968706338723,0.17999968706338723,179.99968706338723,0.17999968706338723
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,antisymmetric_nac_bb,Any 1 banded antisymmetric BB contact,1/e,True,1827.3963485881618,1.8273963485881617,36.577286014328365,0.036577286014328365,36.87870414260669,0.036878704142606696,36.87870414260669,0.036878704142606696
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,antisymmetric_nac_bb,Any 1 banded antisymmetric BB contact,1/e,True,1858.9040334370743,1.8589040334370743,14.031308155143961,0.014031308155143961,14.0308029261696,0.0140308029261696,14.031308155143961,0.014031308155143961
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,triplet_antisymmetric_nac_bb,3 consecutive banded antisymmetric BB contacts,1/e,True,1005.3671609341641,1.0053671609341641,5.900156444646427,0.0059001564446464275,7.156592285493161,0.007156592285493161,7.156592285493161,0.007156592285493161
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,triplet_antisymmetric_nac_bb,3 consecutive banded antisymmetric BB contacts,1/e,True,1557.5763743523617,1.5575763743523616,227.90522991989087,0.22790522991989087,232.51341692952587,0.23251341692952587,232.51341692952587,0.23251341692952587
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,triplet_antisymmetric_nac_bb,3 consecutive banded antisymmetric BB contacts,1/e,True,1018.4925442666541,1.0184925442666541,23.600555366955405,0.023600555366955406,35.50245435206068,0.03550245435206068,35.50245435206068,0.03550245435206068
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,triplet_antisymmetric_nac_bb,3 consecutive banded antisymmetric BB contacts,1/e,True,1015.0115491051654,1.0150115491051654,22.550050832314355,0.022550050832314355,40.488465633914984,0.040488465633914984,40.488465633914984,0.040488465633914984
