group,group_label,contact_mode,contact_label,threshold,threshold_reached,time_ps,time_ns,err_low_ps,err_low_ns,err_high_ps,err_high_ns,err_sym_ps,err_sym_ns
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,any_nac_to_nac_bb,Any BB-BB contact,0.1,True,7950.849241040267,7.950849241040267,211.06949183196957,0.21106949183196957,234.8283315848139,0.2348283315848139,234.8283315848139,0.2348283315848139
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,any_nac_to_nac_bb,Any BB-BB contact,0.1,True,15782.905367331525,15.782905367331525,861.583309348438,0.861583309348438,915.462104391012,0.9154621043910119,915.462104391012,0.9154621043910119
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,any_nac_to_nac_bb,Any BB-BB contact,0.1,True,8129.080074872702,8.129080074872702,173.19927374473536,0.17319927374473537,185.7202021265466,0.1857202021265466,185.7202021265466,0.1857202021265466
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,any_nac_to_nac_bb,Any BB-BB contact,0.1,True,8324.192534204136,8.324192534204135,132.8429630777946,0.13284296307779458,125.16713555237948,0.1251671355523795,132.8429630777946,0.13284296307779458
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,three_antisymmetric_nac_bb,Any 3 antisymmetric BB contacts,0.1,True,1955.3052504546317,1.9553052504546318,8.136129207658314,0.008136129207658315,8.211528853625623,0.008211528853625623,8.211528853625623,0.008211528853625623
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,three_antisymmetric_nac_bb,Any 3 antisymmetric BB contacts,0.1,True,4719.597828449457,4.719597828449457,714.7192027231413,0.7147192027231413,659.289913454877,0.659289913454877,714.7192027231413,0.7147192027231413
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,three_antisymmetric_nac_bb,Any 3 antisymmetric BB contacts,0.1,True,2078.1404003321572,2.078140400332157,94.05212668614786,0.09405212668614786,116.09045714246304,0.11609045714246304,116.09045714246304,0.11609045714246304
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,three_antisymmetric_nac_bb,Any 3 antisymmetric BB contacts,0.1,True,1997.8792801614093,1.9978792801614094,43.59575783036803,0.04359575783036803,128.30799027517446,0.12830799027517445,128.30799027517446,0.12830799027517445
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,antisymmetric_nac_bb,Any 1 antisymmetric BB contact,0.1,True,3056.4922411077478,3.056492241107748,60.95314591575516,0.06095314591575516,61.287621988730734,0.06128762198873074,61.287621988730734,0.06128762198873074
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,antisymmetric_nac_bb,Any 1 antisymmetric BB contact,0.1,True,9347.442116882818,9.347442116882817,1406.296202221727,1.4062962022217271,1643.8443833075526,1.6438443833075527,1643.8443833075526,1.6438443833075527
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,antisymmetric_nac_bb,Any 1 antisymmetric BB contact,0.1,True,3213.9704310813545,3.2139704310813544,83.4646608383041,0.0834646608383041,79.25757109219239,0.07925757109219239,83.4646608383041,0.0834646608383041
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,antisymmetric_nac_bb,Any 1 antisymmetric BB contact,0.1,True,3315.2271734120404,3.3152271734120404,149.97354214747475,0.14997354214747474,142.0302079797657,0.1420302079797657,149.97354214747475,0.14997354214747474
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,triplet_antisymmetric_nac_bb,3 consecutive antisymmetric BB contacts,0.1,True,1865.3431864069853,1.8653431864069854,17.2339157119618,0.0172339157119618,16.697417888564587,0.016697417888564586,17.2339157119618,0.0172339157119618
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,triplet_antisymmetric_nac_bb,3 consecutive antisymmetric BB contacts,0.1,True,3164.135409862022,3.1641354098620216,676.4239959512288,0.6764239959512288,1003.8286868791688,1.0038286868791688,1003.8286868791688,1.0038286868791688
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,triplet_antisymmetric_nac_bb,3 consecutive antisymmetric BB contacts,0.1,True,1918.3770339859052,1.9183770339859052,44.96083913811208,0.04496083913811208,46.08400527426056,0.04608400527426056,46.08400527426056,0.04608400527426056
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,triplet_antisymmetric_nac_bb,3 consecutive antisymmetric BB contacts,0.1,True,1894.9537260912232,1.8949537260912233,52.585684852371514,0.052585684852371514,51.95495459857011,0.051954954598570115,52.585684852371514,0.052585684852371514
