group,group_label,contact_mode,contact_label,threshold,threshold_reached,time_ps,time_ns,err_low_ps,err_low_ns,err_high_ps,err_high_ns,err_sym_ps,err_sym_ns
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,any_nac_to_nac_bb,Any BB-BB contact,0.1,True,10245.584998684173,10.245584998684173,45.65088545843355,0.04565088545843355,46.30709591866071,0.04630709591866071,46.30709591866071,0.04630709591866071
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,any_nac_to_nac_bb,Any BB-BB contact,0.1,True,10859.2505892719,10.8592505892719,510.813965875981,0.510813965875981,554.1599265542245,0.5541599265542245,554.1599265542245,0.5541599265542245
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,any_nac_to_nac_bb,Any BB-BB contact,0.1,True,10211.971733294717,10.211971733294716,307.9764686226954,0.3079764686226954,314.1711795851825,0.3141711795851825,314.1711795851825,0.3141711795851825
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,any_nac_to_nac_bb,Any BB-BB contact,0.1,True,10324.088807430775,10.324088807430774,101.26525828760168,0.10126525828760168,97.63110368235539,0.09763110368235539,101.26525828760168,0.10126525828760168
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,three_corresponding_nac_bb,Any 3 corresponding BB contacts,0.1,True,2885.0280223686755,2.8850280223686755,44.447160090522175,0.04444716009052217,42.29319199406473,0.04229319199406473,44.447160090522175,0.04444716009052217
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,three_corresponding_nac_bb,Any 3 corresponding BB contacts,0.1,True,5072.005133135479,5.0720051331354785,365.3409870252235,0.3653409870252235,349.51794161498674,0.3495179416149867,365.3409870252235,0.3653409870252235
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,three_corresponding_nac_bb,Any 3 corresponding BB contacts,0.1,True,2930.9787828877506,2.9309787828877507,63.65777258102935,0.06365777258102935,59.36086469351039,0.059360864693510394,63.65777258102935,0.06365777258102935
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,three_corresponding_nac_bb,Any 3 corresponding BB contacts,0.1,True,3046.468887178952,3.046468887178952,84.34617350809049,0.08434617350809048,116.45986397721617,0.11645986397721618,116.45986397721617,0.11645986397721618
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,corresponding_nac_bb,Any 1 corresponding BB contact,0.1,True,4072.0869193539306,4.07208691935393,74.06879570050296,0.07406879570050295,72.19670117666965,0.07219670117666965,74.06879570050296,0.07406879570050295
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,corresponding_nac_bb,Any 1 corresponding BB contact,0.1,True,7703.20975431834,7.7032097543183395,684.1947864776548,0.6841947864776549,660.5461077168284,0.6605461077168284,684.1947864776548,0.6841947864776549
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,corresponding_nac_bb,Any 1 corresponding BB contact,0.1,True,4269.481240529718,4.269481240529718,101.688149847364,0.101688149847364,97.68277051143377,0.09768277051143377,101.688149847364,0.101688149847364
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,corresponding_nac_bb,Any 1 corresponding BB contact,0.1,True,4441.085910848775,4.441085910848775,39.34055484633882,0.03934055484633882,39.15519783479158,0.03915519783479158,39.34055484633882,0.03934055484633882
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,triplet_corresponding_nac_bb,3 consecutive corresponding BB contacts,0.1,True,2646.931627101497,2.646931627101497,55.878788042607084,0.05587878804260708,53.628068935865485,0.05362806893586548,55.878788042607084,0.05587878804260708
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,triplet_corresponding_nac_bb,3 consecutive corresponding BB contacts,0.1,True,3607.7961363388085,3.6077961363388087,122.2692252011584,0.1222692252011584,133.3788829610885,0.1333788829610885,133.3788829610885,0.1333788829610885
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,triplet_corresponding_nac_bb,3 consecutive corresponding BB contacts,0.1,True,2681.868444640327,2.6818684446403274,34.23290315473696,0.03423290315473696,34.314617491670106,0.034314617491670106,34.314617491670106,0.034314617491670106
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,triplet_corresponding_nac_bb,3 consecutive corresponding BB contacts,0.1,True,2794.8683629477246,2.7948683629477244,80.2860738725135,0.08028607387251349,90.10050737371057,0.09010050737371057,90.10050737371057,0.09010050737371057
