time_ns,mean_xy_msd_nm2,sem_xy_msd_nm2
2.800000000000000000e+01,8.907954692840576172e-01,3.279362618923187256e-02
2.900000000000000000e+01,9.093382358551025391e-01,3.322555124759674072e-02
3.000000000000000000e+01,9.289345741271972656e-01,3.383705765008926392e-02
3.100000000000000000e+01,9.497738480567932129e-01,3.448627889156341553e-02
3.200000000000000000e+01,9.685199260711669922e-01,3.508590161800384521e-02
3.300000000000000000e+01,9.867988228797912598e-01,3.561743348836898804e-02
3.400000000000000000e+01,1.005587220191955566e+00,3.623914718627929688e-02
3.500000000000000000e+01,1.022611737251281738e+00,3.673551604151725769e-02
3.600000000000000000e+01,1.037830829620361328e+00,3.709148988127708435e-02
3.700000000000000000e+01,1.057012915611267090e+00,3.775405883789062500e-02
3.800000000000000000e+01,1.075953602790832520e+00,3.836392983794212341e-02
3.900000000000000000e+01,1.091839075088500977e+00,3.891159594058990479e-02
4.000000000000000000e+01,1.107844591140747070e+00,3.946571424603462219e-02
4.100000000000000000e+01,1.125311136245727539e+00,4.007717594504356384e-02
4.200000000000000000e+01,1.142886400222778320e+00,4.074210301041603088e-02
4.300000000000000000e+01,1.164224147796630859e+00,4.163413122296333313e-02
4.400000000000000000e+01,1.181205749511718750e+00,4.223616048693656921e-02
4.500000000000000000e+01,1.199937462806701660e+00,4.291715845465660095e-02
4.600000000000000000e+01,1.217513442039489746e+00,4.362766072154045105e-02
4.700000000000000000e+01,1.235634684562683105e+00,4.415712878108024597e-02
4.800000000000000000e+01,1.255361437797546387e+00,4.493321478366851807e-02
4.900000000000000000e+01,1.273697614669799805e+00,4.563524201512336731e-02
5.000000000000000000e+01,1.290980339050292969e+00,4.631975293159484863e-02
5.100000000000000000e+01,1.309448838233947754e+00,4.701730608940124512e-02
5.200000000000000000e+01,1.327636599540710449e+00,4.766875132918357849e-02
5.300000000000000000e+01,1.345416307449340820e+00,4.827591031789779663e-02
5.400000000000000000e+01,1.362419486045837402e+00,4.892329499125480652e-02
5.500000000000000000e+01,1.379069089889526367e+00,4.940155148506164551e-02
5.600000000000000000e+01,1.395952105522155762e+00,4.999713227152824402e-02
5.700000000000000000e+01,1.411282539367675781e+00,5.055949836969375610e-02
5.800000000000000000e+01,1.430508732795715332e+00,5.137681216001510620e-02
5.900000000000000000e+01,1.445586204528808594e+00,5.195046588778495789e-02
6.000000000000000000e+01,1.460541725158691406e+00,5.241344869136810303e-02
6.100000000000000000e+01,1.472506523132324219e+00,5.279174819588661194e-02
6.200000000000000000e+01,1.489096403121948242e+00,5.345055088400840759e-02
6.300000000000000000e+01,1.507711768150329590e+00,5.427764356136322021e-02
6.400000000000000000e+01,1.523062348365783691e+00,5.485568940639495850e-02
6.500000000000000000e+01,1.537867069244384766e+00,5.544364452362060547e-02
6.600000000000000000e+01,1.553611040115356445e+00,5.603583902120590210e-02
6.700000000000000000e+01,1.568970084190368652e+00,5.667235702276229858e-02
6.800000000000000000e+01,1.583602786064147949e+00,5.722666159272193909e-02
6.900000000000000000e+01,1.599177598953247070e+00,5.778925120830535889e-02
7.000000000000000000e+01,1.616671562194824219e+00,5.852590501308441162e-02
7.100000000000000000e+01,1.631026148796081543e+00,5.905864015221595764e-02
7.200000000000000000e+01,1.645254492759704590e+00,5.955395102500915527e-02
7.300000000000000000e+01,1.660436987876892090e+00,6.019651517271995544e-02
7.400000000000000000e+01,1.677342653274536133e+00,6.087318062782287598e-02
7.500000000000000000e+01,1.693186998367309570e+00,6.147134304046630859e-02
7.600000000000000000e+01,1.705248713493347168e+00,6.182581186294555664e-02
7.700000000000000000e+01,1.719642877578735352e+00,6.238206103444099426e-02
7.800000000000000000e+01,1.737076878547668457e+00,6.308153271675109863e-02
7.900000000000000000e+01,1.754156947135925293e+00,6.384487450122833252e-02
8.000000000000000000e+01,1.767434000968933105e+00,6.429041177034378052e-02
8.100000000000000000e+01,1.781589865684509277e+00,6.496721506118774414e-02
8.200000000000000000e+01,1.797847867012023926e+00,6.567940860986709595e-02
8.300000000000000000e+01,1.809531092643737793e+00,6.611404567956924438e-02
8.400000000000000000e+01,1.824250102043151855e+00,6.675416976213455200e-02
8.500000000000000000e+01,1.837443947792053223e+00,6.734467297792434692e-02
8.600000000000000000e+01,1.851356744766235352e+00,6.804028153419494629e-02
8.700000000000000000e+01,1.864108920097351074e+00,6.847568601369857788e-02
8.800000000000000000e+01,1.879562020301818848e+00,6.918182969093322754e-02
8.900000000000000000e+01,1.895912289619445801e+00,6.977703422307968140e-02
9.000000000000000000e+01,1.910194158554077148e+00,7.034770399332046509e-02
9.100000000000000000e+01,1.923620104789733887e+00,7.089178264141082764e-02
9.200000000000000000e+01,1.937225699424743652e+00,7.138644903898239136e-02
9.300000000000000000e+01,1.952900886535644531e+00,7.204417884349822998e-02
9.400000000000000000e+01,1.967483878135681152e+00,7.263351976871490479e-02
9.500000000000000000e+01,1.979297041893005371e+00,7.303757220506668091e-02
9.600000000000000000e+01,1.995561838150024414e+00,7.367793470621109009e-02
9.700000000000000000e+01,2.004916906356811523e+00,7.396978139877319336e-02
9.800000000000000000e+01,2.019090414047241211e+00,7.456716150045394897e-02
9.900000000000000000e+01,2.033233880996704102e+00,7.516106218099594116e-02
1.000000000000000000e+02,2.047273397445678711e+00,7.572281360626220703e-02
1.010000000000000000e+02,2.061643600463867188e+00,7.627258449792861938e-02
1.020000000000000000e+02,2.075682878494262695e+00,7.680691778659820557e-02
1.030000000000000000e+02,2.086283445358276367e+00,7.718741893768310547e-02
1.040000000000000000e+02,2.102974176406860352e+00,7.792694121599197388e-02
1.050000000000000000e+02,2.118334293365478516e+00,7.853929698467254639e-02
1.060000000000000000e+02,2.130199193954467773e+00,7.896222174167633057e-02
1.070000000000000000e+02,2.145358324050903320e+00,7.969508320093154907e-02
1.080000000000000000e+02,2.158850193023681641e+00,8.022018522024154663e-02
1.090000000000000000e+02,2.172660350799560547e+00,8.083105832338333130e-02
1.100000000000000000e+02,2.186238765716552734e+00,8.139655739068984985e-02
1.110000000000000000e+02,2.201903581619262695e+00,8.213562518358230591e-02
1.120000000000000000e+02,2.216296434402465820e+00,8.278170228004455566e-02
1.130000000000000000e+02,2.230810642242431641e+00,8.337748050689697266e-02
1.140000000000000000e+02,2.244446992874145508e+00,8.395905792713165283e-02
1.150000000000000000e+02,2.259745121002197266e+00,8.462356030941009521e-02
1.160000000000000000e+02,2.271094322204589844e+00,8.504735678434371948e-02
1.170000000000000000e+02,2.284385919570922852e+00,8.556197583675384521e-02
1.180000000000000000e+02,2.300710201263427734e+00,8.628839254379272461e-02
1.190000000000000000e+02,2.314180850982666016e+00,8.682920038700103760e-02
1.200000000000000000e+02,2.328852415084838867e+00,8.747370541095733643e-02
1.210000000000000000e+02,2.341910123825073242e+00,8.798652887344360352e-02
1.220000000000000000e+02,2.355808496475219727e+00,8.853533864021301270e-02
1.230000000000000000e+02,2.367843389511108398e+00,8.907330036163330078e-02
1.240000000000000000e+02,2.382462263107299805e+00,8.966807276010513306e-02
1.250000000000000000e+02,2.394682168960571289e+00,9.021866321563720703e-02
1.260000000000000000e+02,2.408514499664306641e+00,9.090670943260192871e-02
1.270000000000000000e+02,2.420932531356811523e+00,9.153103083372116089e-02
1.280000000000000000e+02,2.433050870895385742e+00,9.208086133003234863e-02
1.290000000000000000e+02,2.446119546890258789e+00,9.266367554664611816e-02
1.300000000000000000e+02,2.458155155181884766e+00,9.318307042121887207e-02
1.310000000000000000e+02,2.470582008361816406e+00,9.376259893178939819e-02
1.320000000000000000e+02,2.481120586395263672e+00,9.421909600496292114e-02
1.330000000000000000e+02,2.491900444030761719e+00,9.468530863523483276e-02
1.340000000000000000e+02,2.504550695419311523e+00,9.528887271881103516e-02
1.350000000000000000e+02,2.516441345214843750e+00,9.579531848430633545e-02
1.360000000000000000e+02,2.527773618698120117e+00,9.627757221460342407e-02
1.370000000000000000e+02,2.539237260818481445e+00,9.675525128841400146e-02
1.380000000000000000e+02,2.549599885940551758e+00,9.711495041847229004e-02
1.390000000000000000e+02,2.559371709823608398e+00,9.748335182666778564e-02
1.400000000000000000e+02,2.570488929748535156e+00,9.795751422643661499e-02
1.410000000000000000e+02,2.581633329391479492e+00,9.838527441024780273e-02
1.420000000000000000e+02,2.591303825378417969e+00,9.875386208295822144e-02
1.430000000000000000e+02,2.602582931518554688e+00,9.915702790021896362e-02
1.440000000000000000e+02,2.613946437835693359e+00,9.958152472972869873e-02
1.450000000000000000e+02,2.625402688980102539e+00,1.000267639756202698e-01
1.460000000000000000e+02,2.637714862823486328e+00,1.005668416619300842e-01
1.470000000000000000e+02,2.652852535247802734e+00,1.011594012379646301e-01
1.480000000000000000e+02,2.665796518325805664e+00,1.016467139124870300e-01
1.490000000000000000e+02,2.676481962203979492e+00,1.021423488855361938e-01
1.500000000000000000e+02,2.686518430709838867e+00,1.026507392525672913e-01
1.510000000000000000e+02,2.699091434478759766e+00,1.031489819288253784e-01
1.520000000000000000e+02,2.709131240844726562e+00,1.035319939255714417e-01
1.530000000000000000e+02,2.718697071075439453e+00,1.039223372936248779e-01
1.540000000000000000e+02,2.728642225265502930e+00,1.043488532304763794e-01
1.550000000000000000e+02,2.738913774490356445e+00,1.047499179840087891e-01
1.560000000000000000e+02,2.749598741531372070e+00,1.052140593528747559e-01
1.570000000000000000e+02,2.761394262313842773e+00,1.056644618511199951e-01
1.580000000000000000e+02,2.771220684051513672e+00,1.060953959822654724e-01
1.590000000000000000e+02,2.781170129776000977e+00,1.065503954887390137e-01
1.600000000000000000e+02,2.794414043426513672e+00,1.070954427123069763e-01
1.610000000000000000e+02,2.807088375091552734e+00,1.076249703764915466e-01
1.620000000000000000e+02,2.820246696472167969e+00,1.081770062446594238e-01
1.630000000000000000e+02,2.827893018722534180e+00,1.085069775581359863e-01
1.640000000000000000e+02,2.838371276855468750e+00,1.089160665869712830e-01
1.650000000000000000e+02,2.851348876953125000e+00,1.095095574855804443e-01
1.660000000000000000e+02,2.864198684692382812e+00,1.100711300969123840e-01
1.670000000000000000e+02,2.876588582992553711e+00,1.106306090950965881e-01
1.680000000000000000e+02,2.888603210449218750e+00,1.111834645271301270e-01
1.690000000000000000e+02,2.898011207580566406e+00,1.116667836904525757e-01
1.700000000000000000e+02,2.906199455261230469e+00,1.120230853557586670e-01
1.710000000000000000e+02,2.915247440338134766e+00,1.124658212065696716e-01
1.720000000000000000e+02,2.924518823623657227e+00,1.129262819886207581e-01
1.730000000000000000e+02,2.935602188110351562e+00,1.134528443217277527e-01
1.740000000000000000e+02,2.946210145950317383e+00,1.139806807041168213e-01
1.750000000000000000e+02,2.954888343811035156e+00,1.143725588917732239e-01
1.760000000000000000e+02,2.965006589889526367e+00,1.149137914180755615e-01
1.770000000000000000e+02,2.973486423492431641e+00,1.153188720345497131e-01
1.780000000000000000e+02,2.982148885726928711e+00,1.156701594591140747e-01
1.790000000000000000e+02,2.992456436157226562e+00,1.161381602287292480e-01
1.800000000000000000e+02,3.002921104431152344e+00,1.166513189673423767e-01
1.810000000000000000e+02,3.012917041778564453e+00,1.170541942119598389e-01
1.820000000000000000e+02,3.021684169769287109e+00,1.174222379922866821e-01
1.830000000000000000e+02,3.030582904815673828e+00,1.178385838866233826e-01
1.840000000000000000e+02,3.041005373001098633e+00,1.182703971862792969e-01
1.850000000000000000e+02,3.050344467163085938e+00,1.187442094087600708e-01
1.860000000000000000e+02,3.060624599456787109e+00,1.191787198185920715e-01
1.870000000000000000e+02,3.072472572326660156e+00,1.196863129734992981e-01
1.880000000000000000e+02,3.082924365997314453e+00,1.201126500964164734e-01
1.890000000000000000e+02,3.092361211776733398e+00,1.204819828271865845e-01
1.900000000000000000e+02,3.101205825805664062e+00,1.208508387207984924e-01
1.910000000000000000e+02,3.110360145568847656e+00,1.212235167622566223e-01
1.920000000000000000e+02,3.119191646575927734e+00,1.215402409434318542e-01
1.930000000000000000e+02,3.127931356430053711e+00,1.218699887394905090e-01
1.940000000000000000e+02,3.138443470001220703e+00,1.222226023674011230e-01
1.950000000000000000e+02,3.146129846572875977e+00,1.225102767348289490e-01
1.960000000000000000e+02,3.155308723449707031e+00,1.229198053479194641e-01
1.970000000000000000e+02,3.166046380996704102e+00,1.233775615692138672e-01
1.980000000000000000e+02,3.174636363983154297e+00,1.236658468842506409e-01
1.990000000000000000e+02,3.181821823120117188e+00,1.240365207195281982e-01
2.000000000000000000e+02,3.189902305603027344e+00,1.243610084056854248e-01
2.010000000000000000e+02,3.198020458221435547e+00,1.246646642684936523e-01
2.020000000000000000e+02,3.208870410919189453e+00,1.250747293233871460e-01
2.030000000000000000e+02,3.218229293823242188e+00,1.254780292510986328e-01
2.040000000000000000e+02,3.225159645080566406e+00,1.257776767015457153e-01
2.050000000000000000e+02,3.233799695968627930e+00,1.261113286018371582e-01
2.060000000000000000e+02,3.243625640869140625e+00,1.265109777450561523e-01
2.070000000000000000e+02,3.251896619796752930e+00,1.267917156219482422e-01
2.080000000000000000e+02,3.262462854385375977e+00,1.272303313016891479e-01
2.090000000000000000e+02,3.272073507308959961e+00,1.276074498891830444e-01
2.100000000000000000e+02,3.281526565551757812e+00,1.279640942811965942e-01
2.110000000000000000e+02,3.289873361587524414e+00,1.282567083835601807e-01
2.120000000000000000e+02,3.299293994903564453e+00,1.285910457372665405e-01
2.130000000000000000e+02,3.306425094604492188e+00,1.289918720722198486e-01
2.140000000000000000e+02,3.312892913818359375e+00,1.292621791362762451e-01
2.150000000000000000e+02,3.321974992752075195e+00,1.296783834695816040e-01
2.160000000000000000e+02,3.331429004669189453e+00,1.300349235534667969e-01
2.170000000000000000e+02,3.340581417083740234e+00,1.305142045021057129e-01
2.180000000000000000e+02,3.351248741149902344e+00,1.309821158647537231e-01
2.190000000000000000e+02,3.359262466430664062e+00,1.313519775867462158e-01
2.200000000000000000e+02,3.367261409759521484e+00,1.317163258790969849e-01
2.210000000000000000e+02,3.376903057098388672e+00,1.321742385625839233e-01
2.220000000000000000e+02,3.385002613067626953e+00,1.325498372316360474e-01
2.230000000000000000e+02,3.394744873046875000e+00,1.329701691865921021e-01
2.240000000000000000e+02,3.405498981475830078e+00,1.334695518016815186e-01
2.250000000000000000e+02,3.413351058959960938e+00,1.337780207395553589e-01
2.260000000000000000e+02,3.421963691711425781e+00,1.341519355773925781e-01
2.270000000000000000e+02,3.431730985641479492e+00,1.345681548118591309e-01
2.280000000000000000e+02,3.441423654556274414e+00,1.349076479673385620e-01
2.290000000000000000e+02,3.451621532440185547e+00,1.353026032447814941e-01
2.300000000000000000e+02,3.461878061294555664e+00,1.356738805770874023e-01
2.310000000000000000e+02,3.470485687255859375e+00,1.360508650541305542e-01
2.320000000000000000e+02,3.478380441665649414e+00,1.363241374492645264e-01
2.330000000000000000e+02,3.488465309143066406e+00,1.366973668336868286e-01
2.340000000000000000e+02,3.497745275497436523e+00,1.369596272706985474e-01
2.350000000000000000e+02,3.508502244949340820e+00,1.373649984598159790e-01
2.360000000000000000e+02,3.518377065658569336e+00,1.376994848251342773e-01
2.370000000000000000e+02,3.527401924133300781e+00,1.380138844251632690e-01
2.380000000000000000e+02,3.538379907608032227e+00,1.383938640356063843e-01
2.390000000000000000e+02,3.547621488571166992e+00,1.387330591678619385e-01
2.400000000000000000e+02,3.557414770126342773e+00,1.391183435916900635e-01
2.410000000000000000e+02,3.566596984863281250e+00,1.394596248865127563e-01
2.420000000000000000e+02,3.575201511383056641e+00,1.398258060216903687e-01
2.430000000000000000e+02,3.584766149520874023e+00,1.402073651552200317e-01
2.440000000000000000e+02,3.594518184661865234e+00,1.405949890613555908e-01
2.450000000000000000e+02,3.602869510650634766e+00,1.409205198287963867e-01
2.460000000000000000e+02,3.612111568450927734e+00,1.412216424942016602e-01
2.470000000000000000e+02,3.622035026550292969e+00,1.416047662496566772e-01
2.480000000000000000e+02,3.631343364715576172e+00,1.418646275997161865e-01
2.490000000000000000e+02,3.636177062988281250e+00,1.420157700777053833e-01
2.500000000000000000e+02,3.646346569061279297e+00,1.424046903848648071e-01
2.510000000000000000e+02,3.656281232833862305e+00,1.427344828844070435e-01
2.520000000000000000e+02,3.666978597640991211e+00,1.431035250425338745e-01
2.530000000000000000e+02,3.676266431808471680e+00,1.434381455183029175e-01
2.540000000000000000e+02,3.685237407684326172e+00,1.437767297029495239e-01
2.550000000000000000e+02,3.694198369979858398e+00,1.440335959196090698e-01
2.560000000000000000e+02,3.702795982360839844e+00,1.443549096584320068e-01
2.570000000000000000e+02,3.711730718612670898e+00,1.446873992681503296e-01
2.580000000000000000e+02,3.719979763031005859e+00,1.450549364089965820e-01
2.590000000000000000e+02,3.728629589080810547e+00,1.453264057636260986e-01
2.600000000000000000e+02,3.738782167434692383e+00,1.457276940345764160e-01
2.610000000000000000e+02,3.745636224746704102e+00,1.459939181804656982e-01
2.620000000000000000e+02,3.753153562545776367e+00,1.463133990764617920e-01
2.630000000000000000e+02,3.763007640838623047e+00,1.467093229293823242e-01
2.640000000000000000e+02,3.770820617675781250e+00,1.470231711864471436e-01
2.650000000000000000e+02,3.780559062957763672e+00,1.474523991346359253e-01
2.660000000000000000e+02,3.788816690444946289e+00,1.477868556976318359e-01
2.670000000000000000e+02,3.796347856521606445e+00,1.480644792318344116e-01
2.680000000000000000e+02,3.806435346603393555e+00,1.484750658273696899e-01
2.690000000000000000e+02,3.815145015716552734e+00,1.488173156976699829e-01
2.700000000000000000e+02,3.825067043304443359e+00,1.492224782705307007e-01
2.710000000000000000e+02,3.833922624588012695e+00,1.495848745107650757e-01
2.720000000000000000e+02,3.844336986541748047e+00,1.499890238046646118e-01
2.730000000000000000e+02,3.852550029754638672e+00,1.502904593944549561e-01
2.740000000000000000e+02,3.862635135650634766e+00,1.506684720516204834e-01
2.750000000000000000e+02,3.869984865188598633e+00,1.509714722633361816e-01
2.760000000000000000e+02,3.877854824066162109e+00,1.512959897518157959e-01
2.770000000000000000e+02,3.887804508209228516e+00,1.516672372817993164e-01
2.780000000000000000e+02,3.896569728851318359e+00,1.520214378833770752e-01
2.790000000000000000e+02,3.903173208236694336e+00,1.522948890924453735e-01
2.800000000000000000e+02,3.912020444869995117e+00,1.527070105075836182e-01
2.810000000000000000e+02,3.919864654541015625e+00,1.530136466026306152e-01
2.820000000000000000e+02,3.928832769393920898e+00,1.533900201320648193e-01
2.830000000000000000e+02,3.936692476272583008e+00,1.537299901247024536e-01
2.840000000000000000e+02,3.944799900054931641e+00,1.541096568107604980e-01
2.850000000000000000e+02,3.953227758407592773e+00,1.545131653547286987e-01
2.860000000000000000e+02,3.962599039077758789e+00,1.549649834632873535e-01
2.870000000000000000e+02,3.968491792678833008e+00,1.552350968122482300e-01
2.880000000000000000e+02,3.975747585296630859e+00,1.555277854204177856e-01
2.890000000000000000e+02,3.984696149826049805e+00,1.559208482503890991e-01
2.900000000000000000e+02,3.994631528854370117e+00,1.563838571310043335e-01
2.910000000000000000e+02,4.003478050231933594e+00,1.567799896001815796e-01
2.920000000000000000e+02,4.011188983917236328e+00,1.571615040302276611e-01
2.930000000000000000e+02,4.019770622253417969e+00,1.575267910957336426e-01
2.940000000000000000e+02,4.029080867767333984e+00,1.579742580652236938e-01
2.950000000000000000e+02,4.037919044494628906e+00,1.583329886198043823e-01
2.960000000000000000e+02,4.046918869018554688e+00,1.587456911802291870e-01
2.970000000000000000e+02,4.055144786834716797e+00,1.591166108846664429e-01
2.980000000000000000e+02,4.063078403472900391e+00,1.594463735818862915e-01
2.990000000000000000e+02,4.071644306182861328e+00,1.598172038793563843e-01
3.000000000000000000e+02,4.080682277679443359e+00,1.602093577384948730e-01
3.010000000000000000e+02,4.089285850524902344e+00,1.605823487043380737e-01
3.020000000000000000e+02,4.098996162414550781e+00,1.609942615032196045e-01
3.030000000000000000e+02,4.106701850891113281e+00,1.613344848155975342e-01
3.040000000000000000e+02,4.115928649902343750e+00,1.617421358823776245e-01
3.050000000000000000e+02,4.124220371246337891e+00,1.620924472808837891e-01
3.060000000000000000e+02,4.130632400512695312e+00,1.623967885971069336e-01
3.070000000000000000e+02,4.139918804168701172e+00,1.627977937459945679e-01
3.080000000000000000e+02,4.148512363433837891e+00,1.632451117038726807e-01
3.090000000000000000e+02,4.158106327056884766e+00,1.636670082807540894e-01
3.100000000000000000e+02,4.166833400726318359e+00,1.640825271606445312e-01
3.110000000000000000e+02,4.173785209655761719e+00,1.644129008054733276e-01
3.120000000000000000e+02,4.182198524475097656e+00,1.648180931806564331e-01
3.130000000000000000e+02,4.191288471221923828e+00,1.652280390262603760e-01
3.140000000000000000e+02,4.199573040008544922e+00,1.655968129634857178e-01
3.150000000000000000e+02,4.208978176116943359e+00,1.660041362047195435e-01
3.160000000000000000e+02,4.216517448425292969e+00,1.663618534803390503e-01
3.170000000000000000e+02,4.225227355957031250e+00,1.667714565992355347e-01
3.180000000000000000e+02,4.231829643249511719e+00,1.671120673418045044e-01
3.190000000000000000e+02,4.240229129791259766e+00,1.675234586000442505e-01
3.200000000000000000e+02,4.247822284698486328e+00,1.678982377052307129e-01
3.210000000000000000e+02,4.256782054901123047e+00,1.683023571968078613e-01
3.220000000000000000e+02,4.265254497528076172e+00,1.686929911375045776e-01
3.230000000000000000e+02,4.272228240966796875e+00,1.690342277288436890e-01
3.240000000000000000e+02,4.279681682586669922e+00,1.694251298904418945e-01
3.250000000000000000e+02,4.289009571075439453e+00,1.698593199253082275e-01
3.260000000000000000e+02,4.298211574554443359e+00,1.703105866909027100e-01
3.270000000000000000e+02,4.305755615234375000e+00,1.706672459840774536e-01
3.280000000000000000e+02,4.314609527587890625e+00,1.710875779390335083e-01
3.290000000000000000e+02,4.320573806762695312e+00,1.713880598545074463e-01
3.300000000000000000e+02,4.329681396484375000e+00,1.718529313802719116e-01
3.310000000000000000e+02,4.338495731353759766e+00,1.722863763570785522e-01
3.320000000000000000e+02,4.348336219787597656e+00,1.727561652660369873e-01
3.330000000000000000e+02,4.356530189514160156e+00,1.731324046850204468e-01
3.340000000000000000e+02,4.363967895507812500e+00,1.734924465417861938e-01
3.350000000000000000e+02,4.371484756469726562e+00,1.738689988851547241e-01
3.360000000000000000e+02,4.378838062286376953e+00,1.742161512374877930e-01
3.370000000000000000e+02,4.385848999023437500e+00,1.746053546667098999e-01
3.380000000000000000e+02,4.395818233489990234e+00,1.750720441341400146e-01
3.390000000000000000e+02,4.403282165527343750e+00,1.754543930292129517e-01
3.400000000000000000e+02,4.411939144134521484e+00,1.758604645729064941e-01
3.410000000000000000e+02,4.421939849853515625e+00,1.763211339712142944e-01
3.420000000000000000e+02,4.428668022155761719e+00,1.766626387834548950e-01
3.430000000000000000e+02,4.437458992004394531e+00,1.770917773246765137e-01
3.440000000000000000e+02,4.444903373718261719e+00,1.774613410234451294e-01
3.450000000000000000e+02,4.453259468078613281e+00,1.778491288423538208e-01
3.460000000000000000e+02,4.463011264801025391e+00,1.783064901828765869e-01
3.470000000000000000e+02,4.470671176910400391e+00,1.786623895168304443e-01
3.480000000000000000e+02,4.477384090423583984e+00,1.789879947900772095e-01
3.490000000000000000e+02,4.486194610595703125e+00,1.793946623802185059e-01
3.500000000000000000e+02,4.495310783386230469e+00,1.798010319471359253e-01
3.510000000000000000e+02,4.504021167755126953e+00,1.801977455615997314e-01
3.520000000000000000e+02,4.512062549591064453e+00,1.805499047040939331e-01
3.530000000000000000e+02,4.519599914550781250e+00,1.809034198522567749e-01
3.540000000000000000e+02,4.527852535247802734e+00,1.812812238931655884e-01
3.550000000000000000e+02,4.536080360412597656e+00,1.816454678773880005e-01
3.560000000000000000e+02,4.542531490325927734e+00,1.819434911012649536e-01
3.570000000000000000e+02,4.549026489257812500e+00,1.822549551725387573e-01
3.580000000000000000e+02,4.554484367370605469e+00,1.825072914361953735e-01
3.590000000000000000e+02,4.561404228210449219e+00,1.828109323978424072e-01
3.600000000000000000e+02,4.568730354309082031e+00,1.831266582012176514e-01
3.610000000000000000e+02,4.576322078704833984e+00,1.834455877542495728e-01
3.620000000000000000e+02,4.584266662597656250e+00,1.837877780199050903e-01
3.630000000000000000e+02,4.591535091400146484e+00,1.841000020503997803e-01
3.640000000000000000e+02,4.596810340881347656e+00,1.843629330396652222e-01
3.650000000000000000e+02,4.604641914367675781e+00,1.847218573093414307e-01
3.660000000000000000e+02,4.611331462860107422e+00,1.850838065147399902e-01
3.670000000000000000e+02,4.618683338165283203e+00,1.854614615440368652e-01
3.680000000000000000e+02,4.625142097473144531e+00,1.858109980821609497e-01
3.690000000000000000e+02,4.632078647613525391e+00,1.861638575792312622e-01
3.700000000000000000e+02,4.639101028442382812e+00,1.865286231040954590e-01
3.710000000000000000e+02,4.647373676300048828e+00,1.869659423828125000e-01
3.720000000000000000e+02,4.653726577758789062e+00,1.873232424259185791e-01
3.730000000000000000e+02,4.661270141601562500e+00,1.877077221870422363e-01
3.740000000000000000e+02,4.667191505432128906e+00,1.880222111940383911e-01
3.750000000000000000e+02,4.674325942993164062e+00,1.883723735809326172e-01
3.760000000000000000e+02,4.680891990661621094e+00,1.887292265892028809e-01
3.770000000000000000e+02,4.688276767730712891e+00,1.891266107559204102e-01
3.780000000000000000e+02,4.694002151489257812e+00,1.894633173942565918e-01
3.790000000000000000e+02,4.701840400695800781e+00,1.898787915706634521e-01
3.800000000000000000e+02,4.709512710571289062e+00,1.902805566787719727e-01
3.810000000000000000e+02,4.719408035278320312e+00,1.907714754343032837e-01
3.820000000000000000e+02,4.727952003479003906e+00,1.912275254726409912e-01
3.830000000000000000e+02,4.736941814422607422e+00,1.916971504688262939e-01
3.840000000000000000e+02,4.743147850036621094e+00,1.920510828495025635e-01
3.850000000000000000e+02,4.749258518218994141e+00,1.924267709255218506e-01
3.860000000000000000e+02,4.757642745971679688e+00,1.928552240133285522e-01
3.870000000000000000e+02,4.764647960662841797e+00,1.932413429021835327e-01
