time_ns,mean_xy_msd_nm2,sem_xy_msd_nm2
8.900000000000000000e+01,2.083015441894531250e+00,7.259546220302581787e-02
9.000000000000000000e+01,2.099545955657958984e+00,7.320739328861236572e-02
9.100000000000000000e+01,2.116562604904174805e+00,7.381477206945419312e-02
9.200000000000000000e+01,2.133023023605346680e+00,7.441055029630661011e-02
9.300000000000000000e+01,2.149558305740356445e+00,7.501327246427536011e-02
9.400000000000000000e+01,2.165953636169433594e+00,7.561061531305313110e-02
9.500000000000000000e+01,2.182419776916503906e+00,7.621239125728607178e-02
9.600000000000000000e+01,2.198821783065795898e+00,7.680705189704895020e-02
9.700000000000000000e+01,2.215213298797607422e+00,7.741378992795944214e-02
9.800000000000000000e+01,2.231345653533935547e+00,7.800199091434478760e-02
9.900000000000000000e+01,2.247412204742431641e+00,7.859475910663604736e-02
1.000000000000000000e+02,2.263095855712890625e+00,7.917198538780212402e-02
1.010000000000000000e+02,2.278535604476928711e+00,7.974571734666824341e-02
1.020000000000000000e+02,2.294495105743408203e+00,8.031076937913894653e-02
1.030000000000000000e+02,2.309800863265991211e+00,8.088220655918121338e-02
1.040000000000000000e+02,2.325482368469238281e+00,8.144233375787734985e-02
1.050000000000000000e+02,2.341618299484252930e+00,8.201251924037933350e-02
1.060000000000000000e+02,2.357512235641479492e+00,8.259401470422744751e-02
1.070000000000000000e+02,2.372920036315917969e+00,8.316928893327713013e-02
1.080000000000000000e+02,2.388439893722534180e+00,8.375264704227447510e-02
1.090000000000000000e+02,2.404064893722534180e+00,8.433372527360916138e-02
1.100000000000000000e+02,2.419907331466674805e+00,8.491308987140655518e-02
1.110000000000000000e+02,2.435791015625000000e+00,8.549819141626358032e-02
1.120000000000000000e+02,2.451344728469848633e+00,8.608181029558181763e-02
1.130000000000000000e+02,2.467104434967041016e+00,8.666004985570907593e-02
1.140000000000000000e+02,2.483043193817138672e+00,8.723084628582000732e-02
1.150000000000000000e+02,2.498301267623901367e+00,8.779499679803848267e-02
1.160000000000000000e+02,2.513793945312500000e+00,8.836063742637634277e-02
1.170000000000000000e+02,2.529139280319213867e+00,8.892808854579925537e-02
1.180000000000000000e+02,2.544397115707397461e+00,8.947790414094924927e-02
1.190000000000000000e+02,2.559909105300903320e+00,9.003765136003494263e-02
1.200000000000000000e+02,2.575027465820312500e+00,9.059087932109832764e-02
1.210000000000000000e+02,2.590428829193115234e+00,9.115581959486007690e-02
1.220000000000000000e+02,2.605740547180175781e+00,9.170085191726684570e-02
1.230000000000000000e+02,2.620726108551025391e+00,9.223458915948867798e-02
1.240000000000000000e+02,2.635976076126098633e+00,9.277351945638656616e-02
1.250000000000000000e+02,2.650862693786621094e+00,9.330096840858459473e-02
1.260000000000000000e+02,2.665328025817871094e+00,9.380802512168884277e-02
1.270000000000000000e+02,2.680002927780151367e+00,9.433782845735549927e-02
1.280000000000000000e+02,2.694831132888793945e+00,9.486459940671920776e-02
1.290000000000000000e+02,2.709770917892456055e+00,9.538453817367553711e-02
1.300000000000000000e+02,2.725047349929809570e+00,9.593456983566284180e-02
1.310000000000000000e+02,2.740126848220825195e+00,9.645620733499526978e-02
1.320000000000000000e+02,2.754848480224609375e+00,9.696359187364578247e-02
1.330000000000000000e+02,2.769381999969482422e+00,9.746459871530532837e-02
1.340000000000000000e+02,2.784105539321899414e+00,9.797123819589614868e-02
1.350000000000000000e+02,2.798681497573852539e+00,9.847322106361389160e-02
1.360000000000000000e+02,2.813116312026977539e+00,9.898285567760467529e-02
1.370000000000000000e+02,2.827567815780639648e+00,9.949119389057159424e-02
1.380000000000000000e+02,2.841740846633911133e+00,1.000103652477264404e-01
1.390000000000000000e+02,2.856257200241088867e+00,1.005193293094635010e-01
1.400000000000000000e+02,2.870486497879028320e+00,1.010244488716125488e-01
1.410000000000000000e+02,2.884900331497192383e+00,1.015322804450988770e-01
1.420000000000000000e+02,2.898956537246704102e+00,1.020539328455924988e-01
1.430000000000000000e+02,2.913380384445190430e+00,1.025767549872398376e-01
1.440000000000000000e+02,2.927390336990356445e+00,1.030857115983963013e-01
1.450000000000000000e+02,2.941433906555175781e+00,1.036073043942451477e-01
1.460000000000000000e+02,2.955563545227050781e+00,1.041372045874595642e-01
1.470000000000000000e+02,2.969553709030151367e+00,1.046615540981292725e-01
1.480000000000000000e+02,2.983491659164428711e+00,1.051976457238197327e-01
1.490000000000000000e+02,2.997540473937988281e+00,1.057369336485862732e-01
1.500000000000000000e+02,3.011426687240600586e+00,1.062707901000976562e-01
1.510000000000000000e+02,3.025553703308105469e+00,1.068071722984313965e-01
1.520000000000000000e+02,3.039140939712524414e+00,1.073474064469337463e-01
1.530000000000000000e+02,3.053167104721069336e+00,1.079034507274627686e-01
1.540000000000000000e+02,3.067279338836669922e+00,1.084758564829826355e-01
1.550000000000000000e+02,3.080830574035644531e+00,1.090423390269279480e-01
1.560000000000000000e+02,3.095092773437500000e+00,1.096119061112403870e-01
1.570000000000000000e+02,3.109133243560791016e+00,1.101779267191886902e-01
1.580000000000000000e+02,3.123407840728759766e+00,1.107521653175354004e-01
1.590000000000000000e+02,3.137784481048583984e+00,1.113306283950805664e-01
1.600000000000000000e+02,3.151728153228759766e+00,1.119112595915794373e-01
1.610000000000000000e+02,3.165953636169433594e+00,1.125028058886528015e-01
1.620000000000000000e+02,3.179725170135498047e+00,1.130765005946159363e-01
1.630000000000000000e+02,3.193568944931030273e+00,1.136458143591880798e-01
1.640000000000000000e+02,3.207555055618286133e+00,1.142143830657005310e-01
1.650000000000000000e+02,3.221549272537231445e+00,1.147923320531845093e-01
1.660000000000000000e+02,3.235250949859619141e+00,1.153712049126625061e-01
1.670000000000000000e+02,3.248692512512207031e+00,1.159430369734764099e-01
1.680000000000000000e+02,3.262690305709838867e+00,1.165215000510215759e-01
1.690000000000000000e+02,3.276541233062744141e+00,1.171036884188652039e-01
1.700000000000000000e+02,3.290271759033203125e+00,1.176680177450180054e-01
1.710000000000000000e+02,3.303797483444213867e+00,1.182276830077171326e-01
1.720000000000000000e+02,3.317626953125000000e+00,1.187980249524116516e-01
1.730000000000000000e+02,3.331487178802490234e+00,1.193580478429794312e-01
1.740000000000000000e+02,3.345389842987060547e+00,1.199225187301635742e-01
1.750000000000000000e+02,3.358914136886596680e+00,1.204907968640327454e-01
1.760000000000000000e+02,3.372365236282348633e+00,1.210577934980392456e-01
1.770000000000000000e+02,3.386174678802490234e+00,1.216253489255905151e-01
1.780000000000000000e+02,3.399726390838623047e+00,1.221894472837448120e-01
1.790000000000000000e+02,3.413318872451782227e+00,1.227377504110336304e-01
1.800000000000000000e+02,3.427052259445190430e+00,1.233049407601356506e-01
1.810000000000000000e+02,3.441115140914916992e+00,1.238805279135704041e-01
1.820000000000000000e+02,3.454882621765136719e+00,1.244521737098693848e-01
1.830000000000000000e+02,3.468596696853637695e+00,1.250188946723937988e-01
1.840000000000000000e+02,3.482217788696289062e+00,1.255655139684677124e-01
1.850000000000000000e+02,3.495872020721435547e+00,1.261195838451385498e-01
1.860000000000000000e+02,3.509624958038330078e+00,1.266677081584930420e-01
1.870000000000000000e+02,3.523355007171630859e+00,1.272233575582504272e-01
1.880000000000000000e+02,3.537202596664428711e+00,1.277817934751510620e-01
1.890000000000000000e+02,3.551363229751586914e+00,1.283578276634216309e-01
1.900000000000000000e+02,3.564806222915649414e+00,1.289306282997131348e-01
1.910000000000000000e+02,3.578593730926513672e+00,1.294949948787689209e-01
1.920000000000000000e+02,3.591987848281860352e+00,1.300626546144485474e-01
1.930000000000000000e+02,3.605645656585693359e+00,1.306232064962387085e-01
1.940000000000000000e+02,3.618917465209960938e+00,1.311856061220169067e-01
1.950000000000000000e+02,3.632439374923706055e+00,1.317555457353591919e-01
1.960000000000000000e+02,3.645677328109741211e+00,1.323242634534835815e-01
1.970000000000000000e+02,3.659516572952270508e+00,1.328986436128616333e-01
1.980000000000000000e+02,3.672557592391967773e+00,1.334581673145294189e-01
1.990000000000000000e+02,3.685921907424926758e+00,1.340263336896896362e-01
2.000000000000000000e+02,3.699207544326782227e+00,1.345875263214111328e-01
2.010000000000000000e+02,3.712456941604614258e+00,1.351346671581268311e-01
2.020000000000000000e+02,3.726330041885375977e+00,1.357117593288421631e-01
2.030000000000000000e+02,3.740070104598999023e+00,1.362924575805664062e-01
2.040000000000000000e+02,3.754091501235961914e+00,1.368835121393203735e-01
2.050000000000000000e+02,3.768213033676147461e+00,1.374523490667343140e-01
2.060000000000000000e+02,3.782186508178710938e+00,1.380231976509094238e-01
2.070000000000000000e+02,3.796131134033203125e+00,1.385965496301651001e-01
2.080000000000000000e+02,3.810080528259277344e+00,1.391609162092208862e-01
2.090000000000000000e+02,3.823935747146606445e+00,1.397305130958557129e-01
2.100000000000000000e+02,3.837674617767333984e+00,1.403058171272277832e-01
2.110000000000000000e+02,3.851394176483154297e+00,1.408667117357254028e-01
2.120000000000000000e+02,3.864838838577270508e+00,1.414341777563095093e-01
2.130000000000000000e+02,3.878125905990600586e+00,1.420096457004547119e-01
2.140000000000000000e+02,3.891778230667114258e+00,1.425832509994506836e-01
2.150000000000000000e+02,3.905312299728393555e+00,1.431684494018554688e-01
2.160000000000000000e+02,3.919295310974121094e+00,1.437545120716094971e-01
2.170000000000000000e+02,3.932843685150146484e+00,1.443428397178649902e-01
2.180000000000000000e+02,3.947016477584838867e+00,1.449241042137145996e-01
2.190000000000000000e+02,3.960855960845947266e+00,1.454991847276687622e-01
2.200000000000000000e+02,3.974595308303833008e+00,1.460556685924530029e-01
2.210000000000000000e+02,3.988321304321289062e+00,1.466161012649536133e-01
2.220000000000000000e+02,4.002187728881835938e+00,1.471601724624633789e-01
2.230000000000000000e+02,4.015183925628662109e+00,1.476895362138748169e-01
2.240000000000000000e+02,4.028361797332763672e+00,1.482180505990982056e-01
2.250000000000000000e+02,4.041326045989990234e+00,1.487527340650558472e-01
2.260000000000000000e+02,4.054912567138671875e+00,1.492951661348342896e-01
2.270000000000000000e+02,4.068247318267822266e+00,1.498350203037261963e-01
2.280000000000000000e+02,4.081114292144775391e+00,1.503872126340866089e-01
2.290000000000000000e+02,4.094168186187744141e+00,1.509363651275634766e-01
2.300000000000000000e+02,4.107433795928955078e+00,1.514860689640045166e-01
2.310000000000000000e+02,4.120658397674560547e+00,1.520532518625259399e-01
2.320000000000000000e+02,4.133795738220214844e+00,1.526154279708862305e-01
2.330000000000000000e+02,4.146841049194335938e+00,1.531826257705688477e-01
2.340000000000000000e+02,4.159782409667968750e+00,1.537507325410842896e-01
2.350000000000000000e+02,4.172631740570068359e+00,1.543166041374206543e-01
2.360000000000000000e+02,4.185701847076416016e+00,1.548913121223449707e-01
2.370000000000000000e+02,4.198588371276855469e+00,1.554602235555648804e-01
2.380000000000000000e+02,4.211523532867431641e+00,1.560273468494415283e-01
2.390000000000000000e+02,4.224233150482177734e+00,1.565937101840972900e-01
2.400000000000000000e+02,4.237503528594970703e+00,1.571603119373321533e-01
2.410000000000000000e+02,4.250562667846679688e+00,1.577076017856597900e-01
2.420000000000000000e+02,4.263725757598876953e+00,1.582549959421157837e-01
2.430000000000000000e+02,4.276930809020996094e+00,1.588061004877090454e-01
2.440000000000000000e+02,4.290369033813476562e+00,1.593597680330276489e-01
2.450000000000000000e+02,4.303561687469482422e+00,1.598996967077255249e-01
2.460000000000000000e+02,4.316625118255615234e+00,1.604526042938232422e-01
2.470000000000000000e+02,4.329565525054931641e+00,1.610100418329238892e-01
2.480000000000000000e+02,4.342492103576660156e+00,1.615740358829498291e-01
2.490000000000000000e+02,4.354930877685546875e+00,1.621278673410415649e-01
2.500000000000000000e+02,4.367237091064453125e+00,1.626835018396377563e-01
2.510000000000000000e+02,4.380131721496582031e+00,1.632459014654159546e-01
2.520000000000000000e+02,4.392799854278564453e+00,1.637919247150421143e-01
2.530000000000000000e+02,4.405225276947021484e+00,1.643440276384353638e-01
2.540000000000000000e+02,4.417897701263427734e+00,1.648920774459838867e-01
2.550000000000000000e+02,4.430356025695800781e+00,1.654355525970458984e-01
2.560000000000000000e+02,4.443179607391357422e+00,1.659737974405288696e-01
2.570000000000000000e+02,4.455364227294921875e+00,1.664953231811523438e-01
2.580000000000000000e+02,4.467657089233398438e+00,1.670173108577728271e-01
2.590000000000000000e+02,4.479978561401367188e+00,1.675273030996322632e-01
2.600000000000000000e+02,4.492281436920166016e+00,1.680363416671752930e-01
2.610000000000000000e+02,4.504483222961425781e+00,1.685388088226318359e-01
2.620000000000000000e+02,4.516330242156982422e+00,1.690223366022109985e-01
2.630000000000000000e+02,4.528545856475830078e+00,1.695074737071990967e-01
2.640000000000000000e+02,4.540616035461425781e+00,1.699937433004379272e-01
2.650000000000000000e+02,4.552555084228515625e+00,1.704781204462051392e-01
2.660000000000000000e+02,4.565009593963623047e+00,1.709618568420410156e-01
2.670000000000000000e+02,4.577583312988281250e+00,1.714549958705902100e-01
2.680000000000000000e+02,4.590291023254394531e+00,1.719536632299423218e-01
2.690000000000000000e+02,4.603201389312744141e+00,1.724660098552703857e-01
2.700000000000000000e+02,4.615965366363525391e+00,1.729692220687866211e-01
2.710000000000000000e+02,4.629152297973632812e+00,1.734821796417236328e-01
2.720000000000000000e+02,4.642349720001220703e+00,1.740021556615829468e-01
2.730000000000000000e+02,4.655230522155761719e+00,1.745150089263916016e-01
2.740000000000000000e+02,4.668180942535400391e+00,1.750241219997406006e-01
2.750000000000000000e+02,4.681042194366455078e+00,1.755473166704177856e-01
2.760000000000000000e+02,4.694084167480468750e+00,1.760895997285842896e-01
2.770000000000000000e+02,4.706985473632812500e+00,1.766358017921447754e-01
2.780000000000000000e+02,4.720082283020019531e+00,1.771777719259262085e-01
2.790000000000000000e+02,4.733003139495849609e+00,1.777185201644897461e-01
2.800000000000000000e+02,4.745432853698730469e+00,1.782602071762084961e-01
2.810000000000000000e+02,4.758088588714599609e+00,1.787904649972915649e-01
2.820000000000000000e+02,4.770629882812500000e+00,1.792985796928405762e-01
2.830000000000000000e+02,4.783127784729003906e+00,1.798196136951446533e-01
2.840000000000000000e+02,4.795847892761230469e+00,1.803505718708038330e-01
2.850000000000000000e+02,4.808092594146728516e+00,1.808766275644302368e-01
2.860000000000000000e+02,4.820455074310302734e+00,1.814044117927551270e-01
2.870000000000000000e+02,4.832847595214843750e+00,1.819221973419189453e-01
2.880000000000000000e+02,4.844963073730468750e+00,1.824378520250320435e-01
2.890000000000000000e+02,4.857177257537841797e+00,1.829695701599121094e-01
2.900000000000000000e+02,4.869514465332031250e+00,1.834992617368698120e-01
2.910000000000000000e+02,4.881678581237792969e+00,1.840169429779052734e-01
2.920000000000000000e+02,4.893591880798339844e+00,1.845165640115737915e-01
2.930000000000000000e+02,4.905274868011474609e+00,1.850315630435943604e-01
2.940000000000000000e+02,4.916609287261962891e+00,1.855296194553375244e-01
2.950000000000000000e+02,4.927983760833740234e+00,1.860296130180358887e-01
2.960000000000000000e+02,4.939690113067626953e+00,1.865375638008117676e-01
2.970000000000000000e+02,4.951291084289550781e+00,1.870593875646591187e-01
2.980000000000000000e+02,4.962872982025146484e+00,1.875709593296051025e-01
2.990000000000000000e+02,4.974759578704833984e+00,1.880936324596405029e-01
3.000000000000000000e+02,4.986786365509033203e+00,1.886283606290817261e-01
3.010000000000000000e+02,4.999136447906494141e+00,1.891661137342453003e-01
3.020000000000000000e+02,5.010967254638671875e+00,1.897003352642059326e-01
3.030000000000000000e+02,5.023107528686523438e+00,1.902286261320114136e-01
3.040000000000000000e+02,5.034934520721435547e+00,1.907528340816497803e-01
3.050000000000000000e+02,5.046815395355224609e+00,1.912696361541748047e-01
3.060000000000000000e+02,5.058870315551757812e+00,1.917990446090698242e-01
3.070000000000000000e+02,5.070817470550537109e+00,1.923264712095260620e-01
3.080000000000000000e+02,5.083396434783935547e+00,1.928718984127044678e-01
3.090000000000000000e+02,5.095626831054687500e+00,1.934100836515426636e-01
3.100000000000000000e+02,5.107614994049072266e+00,1.939432173967361450e-01
3.110000000000000000e+02,5.120189189910888672e+00,1.944765895605087280e-01
3.120000000000000000e+02,5.132738113403320312e+00,1.950194537639617920e-01
3.130000000000000000e+02,5.144672870635986328e+00,1.955521702766418457e-01
3.140000000000000000e+02,5.156919956207275391e+00,1.960874795913696289e-01
3.150000000000000000e+02,5.168964862823486328e+00,1.966286301612854004e-01
3.160000000000000000e+02,5.181045055389404297e+00,1.971705257892608643e-01
3.170000000000000000e+02,5.193067550659179688e+00,1.977066248655319214e-01
3.180000000000000000e+02,5.204777240753173828e+00,1.982420831918716431e-01
3.190000000000000000e+02,5.216731548309326172e+00,1.988072991371154785e-01
3.200000000000000000e+02,5.228237152099609375e+00,1.993555873632431030e-01
3.210000000000000000e+02,5.240230560302734375e+00,1.998842209577560425e-01
3.220000000000000000e+02,5.251764774322509766e+00,2.003968656063079834e-01
3.230000000000000000e+02,5.263619899749755859e+00,2.009177058935165405e-01
3.240000000000000000e+02,5.275182247161865234e+00,2.014414966106414795e-01
3.250000000000000000e+02,5.286914825439453125e+00,2.019606083631515503e-01
3.260000000000000000e+02,5.298540592193603516e+00,2.024749517440795898e-01
3.270000000000000000e+02,5.310283184051513672e+00,2.029850333929061890e-01
3.280000000000000000e+02,5.321762084960937500e+00,2.034856975078582764e-01
3.290000000000000000e+02,5.333258628845214844e+00,2.039607167243957520e-01
3.300000000000000000e+02,5.344892024993896484e+00,2.044564038515090942e-01
3.310000000000000000e+02,5.356191158294677734e+00,2.049473673105239868e-01
3.320000000000000000e+02,5.367699146270751953e+00,2.054571062326431274e-01
3.330000000000000000e+02,5.379045963287353516e+00,2.059550285339355469e-01
3.340000000000000000e+02,5.390409946441650391e+00,2.064660042524337769e-01
3.350000000000000000e+02,5.401616096496582031e+00,2.069857716560363770e-01
3.360000000000000000e+02,5.412796974182128906e+00,2.074984461069107056e-01
3.370000000000000000e+02,5.424045562744140625e+00,2.080065160989761353e-01
3.380000000000000000e+02,5.435268878936767578e+00,2.085243314504623413e-01
3.390000000000000000e+02,5.446737289428710938e+00,2.090592831373214722e-01
3.400000000000000000e+02,5.458144664764404297e+00,2.095952779054641724e-01
3.410000000000000000e+02,5.469325065612792969e+00,2.101244181394577026e-01
3.420000000000000000e+02,5.480786800384521484e+00,2.106674462556838989e-01
3.430000000000000000e+02,5.492113113403320312e+00,2.112165838479995728e-01
3.440000000000000000e+02,5.503689765930175781e+00,2.117586135864257812e-01
3.450000000000000000e+02,5.515244960784912109e+00,2.123069912195205688e-01
3.460000000000000000e+02,5.526908874511718750e+00,2.128598988056182861e-01
3.470000000000000000e+02,5.538488388061523438e+00,2.134081572294235229e-01
3.480000000000000000e+02,5.550119876861572266e+00,2.139450758695602417e-01
3.490000000000000000e+02,5.561492919921875000e+00,2.144916057586669922e-01
3.500000000000000000e+02,5.572898864746093750e+00,2.150292247533798218e-01
3.510000000000000000e+02,5.583909988403320312e+00,2.155670225620269775e-01
3.520000000000000000e+02,5.594999790191650391e+00,2.161042988300323486e-01
3.530000000000000000e+02,5.605904102325439453e+00,2.166378349065780640e-01
3.540000000000000000e+02,5.617034912109375000e+00,2.171849757432937622e-01
3.550000000000000000e+02,5.628021717071533203e+00,2.177278846502304077e-01
3.560000000000000000e+02,5.639150142669677734e+00,2.182699888944625854e-01
3.570000000000000000e+02,5.650207042694091797e+00,2.188120484352111816e-01
3.580000000000000000e+02,5.661278247833251953e+00,2.193353176116943359e-01
3.590000000000000000e+02,5.672337055206298828e+00,2.198636233806610107e-01
3.600000000000000000e+02,5.683625698089599609e+00,2.203841060400009155e-01
3.610000000000000000e+02,5.694247245788574219e+00,2.208918929100036621e-01
3.620000000000000000e+02,5.705037593841552734e+00,2.214037626981735229e-01
3.630000000000000000e+02,5.715606212615966797e+00,2.219042629003524780e-01
3.640000000000000000e+02,5.726709842681884766e+00,2.224096655845642090e-01
3.650000000000000000e+02,5.737859249114990234e+00,2.229266613721847534e-01
3.660000000000000000e+02,5.749061584472656250e+00,2.234497964382171631e-01
3.670000000000000000e+02,5.760253429412841797e+00,2.239780426025390625e-01
3.680000000000000000e+02,5.771531105041503906e+00,2.244964241981506348e-01
3.690000000000000000e+02,5.782900333404541016e+00,2.250267118215560913e-01
3.700000000000000000e+02,5.793837070465087891e+00,2.255274206399917603e-01
3.710000000000000000e+02,5.804836750030517578e+00,2.260244786739349365e-01
3.720000000000000000e+02,5.815728664398193359e+00,2.265167981386184692e-01
3.730000000000000000e+02,5.826409816741943359e+00,2.270139157772064209e-01
3.740000000000000000e+02,5.837694168090820312e+00,2.275189608335494995e-01
3.750000000000000000e+02,5.848951339721679688e+00,2.280167043209075928e-01
3.760000000000000000e+02,5.860099792480468750e+00,2.285168766975402832e-01
3.770000000000000000e+02,5.871233463287353516e+00,2.290128469467163086e-01
3.780000000000000000e+02,5.882266998291015625e+00,2.295050024986267090e-01
3.790000000000000000e+02,5.893779277801513672e+00,2.299883365631103516e-01
3.800000000000000000e+02,5.904805660247802734e+00,2.304745912551879883e-01
3.810000000000000000e+02,5.915786743164062500e+00,2.309690266847610474e-01
3.820000000000000000e+02,5.927224159240722656e+00,2.314638793468475342e-01
3.830000000000000000e+02,5.938425540924072266e+00,2.319646477699279785e-01
3.840000000000000000e+02,5.949866294860839844e+00,2.324678599834442139e-01
3.850000000000000000e+02,5.961235523223876953e+00,2.329864352941513062e-01
3.860000000000000000e+02,5.972411155700683594e+00,2.334968745708465576e-01
