group,r_nm,fit_density_mg_ml
$\text{IDP}_{50}$,22.79559118236473,0.07089728126203454
$\text{IDP}_{50}$,22.845691382765533,0.07081304428078283
$\text{IDP}_{50}$,22.895791583166332,0.07073230372998296
$\text{IDP}_{50}$,22.945891783567134,0.07065491448400962
$\text{IDP}_{50}$,22.995991983967937,0.07058073744087778
$\text{IDP}_{50}$,23.04609218436874,0.07050963927230214
$\text{IDP}_{50}$,23.09619238476954,0.07044149218387474
$\text{IDP}_{50}$,23.14629258517034,0.07037617368536075
$\text{IDP}_{50}$,23.196392785571142,0.07031356637094177
$\text{IDP}_{50}$,23.246492985971944,0.07025355770770148
$\text{IDP}_{50}$,23.296593186372746,0.07019603983349043
$\text{IDP}_{50}$,23.34669338677355,0.0701409093633174
$\text{IDP}_{50}$,23.39679358717435,0.07008806720330085
$\text{IDP}_{50}$,23.44689378757515,0.07003741837252164
$\text{IDP}_{50}$,23.49699398797595,0.0699888718324928
$\text{IDP}_{50}$,23.547094188376754,0.06994234032339364
$\text{IDP}_{50}$,23.597194388777556,0.06989774020729556
$\text{IDP}_{50}$,23.647294589178358,0.06985499131769757
$\text{IDP}_{50}$,23.69739478957916,0.06981401681571242
$\text{IDP}_{50}$,23.74749498997996,0.06977474305165288
$\text{IDP}_{50}$,23.79759519038076,0.06973709943287076
$\text{IDP}_{50}$,23.847695390781563,0.06970101829676878
$\text{IDP}_{50}$,23.897795591182366,0.06966643478915557
$\text{IDP}_{50}$,23.947895791583168,0.06963328674783043
$\text{IDP}_{50}$,23.99799599198397,0.0696015145907154
$\text{IDP}_{50}$,24.04809619238477,0.06957106120881917
$\text{IDP}_{50}$,24.09819639278557,0.06954187186340732
$\text{IDP}_{50}$,24.148296593186373,0.06951389408806108
$\text{IDP}_{50}$,24.198396793587175,0.06948707759386252
$\text{IDP}_{50}$,24.248496993987978,0.0694613741793546
$\text{IDP}_{50}$,24.29859719438878,0.06943673764368441
$\text{IDP}_{50}$,24.34869739478958,0.06941312370372543
$\text{IDP}_{50}$,24.39879759519038,0.06939048991438312
$\text{IDP}_{50}$,24.448897795591183,0.06936879559236786
$\text{IDP}_{50}$,24.498997995991985,0.06934800174298061
$\text{IDP}_{50}$,24.549098196392787,0.06932807099013871
$\text{IDP}_{50}$,24.59919839679359,0.06930896750907323
$\text{IDP}_{50}$,24.649298597194388,0.06929065696203907
$\text{IDP}_{50}$,24.69939879759519,0.06927310643646933
$\text{IDP}_{50}$,24.749498997995993,0.06925628438602871
$\text{IDP}_{50}$,24.799599198396795,0.06924016057377003
$\text{IDP}_{50}$,24.849699398797597,0.06922470601762143
$\text{IDP}_{50}$,24.8997995991984,0.06920989293865887
$\text{IDP}_{50}$,24.949899799599198,0.06919569471091336
$\text{IDP}_{50}$,25.0,0.06918208581356566
$\text{Hel}_{50}$,0.0,621.0648382943658
$\text{Hel}_{50}$,0.050100200400801605,620.9805824719097
$\text{Hel}_{50}$,0.10020040080160321,620.8930653393866
$\text{Hel}_{50}$,0.15030060120240482,620.8021616376923
$\text{Hel}_{50}$,0.20040080160320642,620.7077413741815
$\text{Hel}_{50}$,0.25050100200400804,620.6096696499211
$\text{Hel}_{50}$,0.30060120240480964,620.5078064811287
$\text{Hel}_{50}$,0.35070140280561124,620.402006614642
$\text{Hel}_{50}$,0.40080160320641284,620.2921193372603
$\text{Hel}_{50}$,0.45090180360721444,620.1779882788022
$\text{Hel}_{50}$,0.5010020040080161,620.0594512087242
$\text{Hel}_{50}$,0.5511022044088176,619.9363398261409
$\text{Hel}_{50}$,0.6012024048096193,619.8084795430939
$\text{Hel}_{50}$,0.6513026052104208,619.6756892609161
$\text{Hel}_{50}$,0.7014028056112225,619.5377811395365
$\text{Hel}_{50}$,0.751503006012024,619.394560359581
$\text{Hel}_{50}$,0.8016032064128257,619.245824877122
$\text{Hel}_{50}$,0.8517034068136273,619.0913651709353
$\text{Hel}_{50}$,0.9018036072144289,618.9309639821311
$\text{Hel}_{50}$,0.9519038076152305,618.7643960460273
$\text{Hel}_{50}$,1.0020040080160322,618.5914278161465
$\text{Hel}_{50}$,1.0521042084168337,618.4118171802196
$\text{Hel}_{50}$,1.1022044088176353,618.2253131680936
$\text{Hel}_{50}$,1.1523046092184368,618.0316556514531
$\text{Hel}_{50}$,1.2024048096192386,617.8305750352692
$\text{Hel}_{50}$,1.25250501002004,617.6217919409173
$\text{Hel}_{50}$,1.3026052104208417,617.4050168809049
$\text{Hel}_{50}$,1.3527054108216434,617.1799499251833
$\text{Hel}_{50}$,1.402805611222445,616.9462803590238
$\text{Hel}_{50}$,1.4529058116232465,616.7036863324716
$\text{Hel}_{50}$,1.503006012024048,616.4518345014047
$\text{Hel}_{50}$,1.5531062124248498,616.1903796602594
$\text{Hel}_{50}$,1.6032064128256514,615.9189643665079
$\text{Hel}_{50}$,1.653306613226453,615.6372185570079
$\text{Hel}_{50}$,1.7034068136272547,615.3447591563781
$\text{Hel}_{50}$,1.7535070140280562,615.0411896775901
$\text{Hel}_{50}$,1.8036072144288577,614.726099815012
$\text{Hel}_{50}$,1.8537074148296593,614.3990650301815
$\text{Hel}_{50}$,1.903807615230461,614.0596461306333
$\text{Hel}_{50}$,1.9539078156312626,613.7073888421645
$\text{Hel}_{50}$,2.0040080160320644,613.3418233749737
$\text{Hel}_{50}$,2.0541082164328657,612.9624639841725
$\text{Hel}_{50}$,2.1042084168336674,612.5688085252362
$\text{Hel}_{50}$,2.154308617234469,612.1603380050333
$\text{Hel}_{50}$,2.2044088176352705,611.7365161291448
$\text{Hel}_{50}$,2.2545090180360723,611.2967888462757
$\text{Hel}_{50}$,2.3046092184368736,610.8405838906423
$\text{Hel}_{50}$,2.3547094188376754,610.367310323318
$\text{Hel}_{50}$,2.404809619238477,609.8763580736199
$\text{Hel}_{50}$,2.4549098196392785,609.3670974817286
$\text{Hel}_{50}$,2.50501002004008,608.8388788438428
$\text{Hel}_{50}$,2.555110220440882,608.2910319613018
$\text{Hel}_{50}$,2.6052104208416833,607.7228656952282
$\text{Hel}_{50}$,2.655310621242485,607.1336675283882
$\text{Hel}_{50}$,2.705410821643287,606.5227031361053
$\text{Hel}_{50}$,2.755511022044088,605.8892159682222
$\text{Hel}_{50}$,2.80561122244489,605.2324268442587
$\text{Hel}_{50}$,2.8557114228456917,604.55153356409
$\text{Hel}_{50}$,2.905811623246493,603.8457105366385
$\text{Hel}_{50}$,2.9559118236472948,603.1141084292648
$\text{Hel}_{50}$,3.006012024048096,602.3558538407267
$\text{Hel}_{50}$,3.056112224448898,601.5700490007862
$\text{Hel}_{50}$,3.1062124248496996,600.7557714997395
$\text{Hel}_{50}$,3.156312625250501,599.9120740513706
$\text{Hel}_{50}$,3.2064128256513027,599.0379842930424
$\text{Hel}_{50}$,3.2565130260521045,598.1325046268679
$\text{Hel}_{50}$,3.306613226452906,597.194612106138
$\text{Hel}_{50}$,3.3567134268537075,596.2232583714151
$\text{Hel}_{50}$,3.4068136272545093,595.2173696409404
$\text{Hel}_{50}$,3.4569138276553106,594.1758467602486
$\text{Hel}_{50}$,3.5070140280561124,593.0975653161158
$\text{Hel}_{50}$,3.5571142284569137,591.9813758202154
$\text{Hel}_{50}$,3.6072144288577155,590.8261039680859
$\text{Hel}_{50}$,3.6573146292585172,589.6305509792506
$\text{Hel}_{50}$,3.7074148296593186,588.3934940245488
$\text{Hel}_{50}$,3.7575150300601203,587.1136867469523
$\text{Hel}_{50}$,3.807615230460922,585.7898598823435
$\text{Hel}_{50}$,3.8577154308617234,584.4207219869061
$\text{Hel}_{50}$,3.907815631262525,583.0049602779521
$\text{Hel}_{50}$,3.957915831663327,581.5412415951391
$\text{Hel}_{50}$,4.008016032064129,580.0282134891461
$\text{Hel}_{50}$,4.05811623246493,578.4645054449531
$\text{Hel}_{50}$,4.108216432865731,576.8487302469081
$\text{Hel}_{50}$,4.158316633266534,575.179485492763
$\text{Hel}_{50}$,4.208416833667335,573.4553552638101
$\text{Hel}_{50}$,4.258517034068136,571.6749119581432
$\text{Hel}_{50}$,4.308617234468938,569.8367182939055
$\text{Hel}_{50}$,4.35871743486974,567.9393294891534
$\text{Hel}_{50}$,4.408817635270541,565.9812956246665
$\text{Hel}_{50}$,4.458917835671343,563.9611641956467
$\text{Hel}_{50}$,4.509018036072145,561.8774828577915
$\text{Hel}_{50}$,4.559118236472946,559.7288023726621
$\text{Hel}_{50}$,4.609218436873747,557.5136797566175
$\text{Hel}_{50}$,4.659318637274549,555.2306816368248
$\text{Hel}_{50}$,4.709418837675351,552.8783878169933
$\text{Hel}_{50}$,4.759519038076152,550.455395054494
$\text{Hel}_{50}$,4.809619238476954,547.9603210494356
$\text{Hel}_{50}$,4.859719438877756,545.3918086450389
$\text{Hel}_{50}$,4.909819639278557,542.7485302373151
$\text{Hel}_{50}$,4.959919839679359,540.0291923905788
$\text{Hel}_{50}$,5.01002004008016,537.2325406537313
$\text{Hel}_{50}$,5.060120240480962,534.3573645705311
$\text{Hel}_{50}$,5.110220440881764,531.4025028752246
$\text{Hel}_{50}$,5.160320641282565,528.366848862956
$\text{Hel}_{50}$,5.210420841683367,525.2493559223054
$\text{Hel}_{50}$,5.260521042084169,522.0490432151427
$\text{Hel}_{50}$,5.31062124248497,518.7650014867282
$\text{Hel}_{50}$,5.3607214428857715,515.3963989866706
$\text{Hel}_{50}$,5.410821643286574,511.9424874789669
$\text{Hel}_{50}$,5.460921843687375,508.4026083169382
$\text{Hel}_{50}$,5.511022044088176,504.7761985564431
$\text{Hel}_{50}$,5.5611222444889785,501.06279707833744
$\text{Hel}_{50}$,5.61122244488978,497.26205068877573
$\text{Hel}_{50}$,5.661322645290581,493.37372016364776
$\text{Hel}_{50}$,5.711422845691383,489.3976862012515
$\text{Hel}_{50}$,5.761523046092185,485.3339552452477
$\text{Hel}_{50}$,5.811623246492986,481.1826651380707
$\text{Hel}_{50}$,5.861723446893787,476.9440905633104
$\text{Hel}_{50}$,5.9118236472945895,472.6186482341832
$\text{Hel}_{50}$,5.961923847695391,468.2069017841048
$\text{Hel}_{50}$,6.012024048096192,463.7095663146106
$\text{Hel}_{50}$,6.062124248496994,459.12751255547516
$\text{Hel}_{50}$,6.112224448897796,454.46177059189836
$\text{Hel}_{50}$,6.162324649298597,449.71353311408075
$\text{Hel}_{50}$,6.212424849699399,444.88415814544385
$\text{Hel}_{50}$,6.2625250501002006,439.975171207174
$\text{Hel}_{50}$,6.312625250501002,434.98826687870985
$\text{Hel}_{50}$,6.362725450901804,429.9253097162655
$\text{Hel}_{50}$,6.412825651302605,424.78833449448405
$\text{Hel}_{50}$,6.462925851703407,419.5795457398504
$\text{Hel}_{50}$,6.513026052104209,414.30131652855454
$\text{Hel}_{50}$,6.56312625250501,408.95618652605083
$\text{Hel}_{50}$,6.613226452905812,403.54685925059425
$\text{Hel}_{50}$,6.663326653306614,398.07619854850276
$\text{Hel}_{50}$,6.713426853707415,392.5472242747499
$\text{Hel}_{50}$,6.763527054108216,386.9631071786792
$\text{Hel}_{50}$,6.813627254509019,381.3271630010896
$\text{Hel}_{50}$,6.86372745490982,375.64284579558876
$\text{Hel}_{50}$,6.913827655310621,369.91374049387724
$\text{Hel}_{50}$,6.9639278557114235,364.14355474142695
$\text{Hel}_{50}$,7.014028056112225,358.33611003675446
$\text{Hel}_{50}$,7.064128256513026,352.4953322140823
$\text{Hel}_{50}$,7.114228456913827,346.6252413155346
$\text{Hel}_{50}$,7.16432865731463,340.72994090502925
$\text{Hel}_{50}$,7.214428857715431,334.81360688162806
$\text{Hel}_{50}$,7.264529058116232,328.88047585519706
$\text{Hel}_{50}$,7.3146292585170345,322.93483315173995
$\text{Hel}_{50}$,7.364729458917836,316.981000519618
$\text{Hel}_{50}$,7.414829659318637,311.023323611011
$\text{Hel}_{50}$,7.464929859719439,305.06615931534765
$\text{Hel}_{50}$,7.515030060120241,299.11386302300394
$\text{Hel}_{50}$,7.565130260521042,293.1707758983079
$\text{Hel}_{50}$,7.615230460921844,287.24121224079425
$\text{Hel}_{50}$,7.6653306613226455,281.3294470127099
$\text{Hel}_{50}$,7.715430861723447,275.4397036090111
$\text{Hel}_{50}$,7.765531062124249,269.57614194353584
$\text{Hel}_{50}$,7.81563126252505,263.74284692172216
$\text{Hel}_{50}$,7.865731462925852,257.94381736622825
$\text{Hel}_{50}$,7.915831663326654,252.1829554571605
$\text{Hel}_{50}$,7.965931863727455,246.4640567433966
$\text{Hel}_{50}$,8.016032064128257,240.79080077578357
$\text{Hel}_{50}$,8.066132264529058,235.16674240689127
$\text{Hel}_{50}$,8.11623246492986,229.59530379557907
$\text{Hel}_{50}$,8.166332665330662,224.07976714800625
$\text{Hel}_{50}$,8.216432865731463,218.62326821994597
$\text{Hel}_{50}$,8.266533066132265,213.2287905984709
$\text{Hel}_{50}$,8.316633266533067,207.8991607743326
$\text{Hel}_{50}$,8.366733466933868,202.6370440097392
$\text{Hel}_{50}$,8.41683366733467,197.44494099984394
$\text{Hel}_{50}$,8.466933867735472,192.3251853201412
$\text{Hel}_{50}$,8.517034068136272,187.27994164619162
$\text{Hel}_{50}$,8.567134268537075,182.31120472673425
$\text{Hel}_{50}$,8.617234468937877,177.42079908631862
$\text{Hel}_{50}$,8.667334669338677,172.61037942914123
$\text{Hel}_{50}$,8.71743486973948,167.8814317118399
$\text{Hel}_{50}$,8.767535070140282,163.2352748495871
$\text{Hel}_{50}$,8.817635270541082,158.67306301694168
$\text{Hel}_{50}$,8.867735470941884,154.19578850257668
$\text{Hel}_{50}$,8.917835671342687,149.80428507518363
$\text{Hel}_{50}$,8.967935871743487,145.4992318165417
$\text{Hel}_{50}$,9.01803607214429,141.28115737692806
$\text{Hel}_{50}$,9.06813627254509,137.1504446076956
$\text{Hel}_{50}$,9.118236472945892,133.10733552592353
$\text{Hel}_{50}$,9.168336673346694,129.15193656653847
$\text{Hel}_{50}$,9.218436873747494,125.28422407814753
$\text{Hel}_{50}$,9.268537074148297,121.50405002000485
$\text{Hel}_{50}$,9.318637274549099,117.81114781899788
$\text{Hel}_{50}$,9.3687374749499,114.20513834724576
$\text{Hel}_{50}$,9.418837675350701,110.68553598282719
$\text{Hel}_{50}$,9.468937875751504,107.25175471824312
$\text{Hel}_{50}$,9.519038076152304,103.90311428343864
$\text{Hel}_{50}$,9.569138276553106,100.63884625253465
$\text{Hel}_{50}$,9.619238476953909,97.45810010580249
$\text{Hel}_{50}$,9.669338677354709,94.35994922083464
$\text{Hel}_{50}$,9.719438877755511,91.34339676929423
$\text{Hel}_{50}$,9.769539078156313,88.40738149803525
$\text{Hel}_{50}$,9.819639278557114,85.55078337575259
$\text{Hel}_{50}$,9.869739478957916,82.77242908863283
$\text{Hel}_{50}$,9.919839679358718,80.07109737071008
$\text{Hel}_{50}$,9.969939879759519,77.44552415677097
$\text{Hel}_{50}$,10.02004008016032,74.8944075476985
$\text{Hel}_{50}$,10.070140280561123,72.41641258007206
$\text{Hel}_{50}$,10.120240480961924,70.01017579365532
$\text{Hel}_{50}$,10.170340681362726,67.67430959209412
$\text{Hel}_{50}$,10.220440881763528,65.40740639371529
$\text{Hel}_{50}$,10.270541082164328,63.20804257075369
$\text{Hel}_{50}$,10.32064128256513,61.07478217665371
$\text{Hel}_{50}$,10.370741482965933,59.00618046228084
$\text{Hel}_{50}$,10.420841683366733,57.00078718294918
$\text{Hel}_{50}$,10.470941883767535,55.05714969912373
$\text{Hel}_{50}$,10.521042084168338,53.1738158744983
$\text{Hel}_{50}$,10.571142284569138,51.349336775879465
$\text{Hel}_{50}$,10.62124248496994,49.582269179941704
$\text{Hel}_{50}$,10.671342685370742,47.8711778924511
$\text{Hel}_{50}$,10.721442885771543,46.214637886002095
$\text{Hel}_{50}$,10.771543086172345,44.61123626267204
$\text{Hel}_{50}$,10.821643286573147,43.05957404828621
$\text{Hel}_{50}$,10.871743486973948,41.558267825196765
$\text{Hel}_{50}$,10.92184368737475,40.10595121063233
$\text{Hel}_{50}$,10.971943887775552,38.70127618776496
$\text{Hel}_{50}$,11.022044088176353,37.34291429668082
$\text{Hel}_{50}$,11.072144288577155,36.02955769243283
$\text{Hel}_{50}$,11.122244488977957,34.759920077306504
$\text{Hel}_{50}$,11.172344689378757,33.532737514340965
$\text{Hel}_{50}$,11.22244488977956,32.34676912903416
$\text{Hel}_{50}$,11.272545090180362,31.200797706013134
$\text{Hel}_{50}$,11.322645290581162,30.09363018728544
$\text{Hel}_{50}$,11.372745490981965,29.02409807849807
$\text{Hel}_{50}$,11.422845691382767,27.991057769430427
$\text{Hel}_{50}$,11.472945891783567,26.99339077472979
$\text{Hel}_{50}$,11.52304609218437,26.03000390067342
$\text{Hel}_{50}$,11.57314629258517,25.099829343509555
$\text{Hel}_{50}$,11.623246492985972,24.201824724691107
$\text{Hel}_{50}$,11.673346693386774,23.334973068076295
$\text{Hel}_{50}$,11.723446893787575,22.498282723929606
$\text{Hel}_{50}$,11.773547094188377,21.69078724431546
$\text{Hel}_{50}$,11.823647294589179,20.911545214239766
$\text{Hel}_{50}$,11.87374749498998,20.15964004265834
$\text{Hel}_{50}$,11.923847695390782,19.434179717242273
$\text{Hel}_{50}$,11.973947895791584,18.734296526562844
$\text{Hel}_{50}$,12.024048096192384,18.059146753142215
$\text{Hel}_{50}$,12.074148296593187,17.407910340599813
$\text{Hel}_{50}$,12.124248496993989,16.77979053792285
$\text{Hel}_{50}$,12.17434869739479,16.17401352368654
$\text{Hel}_{50}$,12.224448897795591,15.589828012863165
$\text{Hel}_{50}$,12.274549098196394,15.026504848674222
$\text{Hel}_{50}$,12.324649298597194,14.483336581765172
$\text{Hel}_{50}$,12.374749498997996,13.959637038816709
$\text{Hel}_{50}$,12.424849699398798,13.4547408825469
$\text{Hel}_{50}$,12.474949899799599,12.968003164908623
$\text{Hel}_{50}$,12.525050100200401,12.498798875142768
$\text{Hel}_{50}$,12.575150300601203,12.046522484213767
$\text{Hel}_{50}$,12.625250501002004,11.610587487025612
$\text{Hel}_{50}$,12.675350701402806,11.19042594369597
$\text{Hel}_{50}$,12.725450901803608,10.785488021053368
$\text{Hel}_{50}$,12.775551102204409,10.39524153541646
$\text{Hel}_{50}$,12.82565130260521,10.019171497612149
$\text{Hel}_{50}$,12.875751503006013,9.65677966110053
$\text{Hel}_{50}$,12.925851703406813,9.307584073981616
$\text{Hel}_{50}$,12.975951903807616,8.971118635582513
$\text{Hel}_{50}$,13.026052104208418,8.646932658244566
$\text{Hel}_{50}$,13.076152304609218,8.334590434860672
$\text{Hel}_{50}$,13.12625250501002,8.03367081264696
$\text{Hel}_{50}$,13.176352705410823,7.7437667735724744
$\text{Hel}_{50}$,13.226452905811623,7.46448502181471
$\text{Hel}_{50}$,13.276553106212425,7.195445578555109
$\text{Hel}_{50}$,13.326653306613228,6.936281384383278
$\text{Hel}_{50}$,13.376753507014028,6.68663790953201
$\text{Hel}_{50}$,13.42685370741483,6.446172772126374
$\text{Hel}_{50}$,13.476953907815632,6.214555364592343
$\text{Hel}_{50}$,13.527054108216433,5.99146648833522
$\text{Hel}_{50}$,13.577154308617235,5.776597996770022
$\text{Hel}_{50}$,13.627254509018037,5.569652446753707
$\text{Hel}_{50}$,13.677354709418838,5.370342758446441
$\text{Hel}_{50}$,13.72745490981964,5.178391883604661
$\text{Hel}_{50}$,13.777555110220442,4.993532482286639
$\text{Hel}_{50}$,13.827655310621243,4.815506607934537
$\text{Hel}_{50}$,13.877755511022045,4.6440654007763555
$\text{Hel}_{50}$,13.927855711422847,4.478968789480518
$\text{Hel}_{50}$,13.977955911823647,4.3199852009771575
$\text{Hel}_{50}$,14.02805611222445,4.166891278351613
$\text{Hel}_{50}$,14.078156312625252,4.019471606704826
$\text{Hel}_{50}$,14.128256513026052,3.877518446862382
$\text{Hel}_{50}$,14.178356713426854,3.7408314768117066
$\text{Hel}_{50}$,14.228456913827655,3.609217540733937
$\text{Hel}_{50}$,14.278557114228457,3.482490405495298
$\text{Hel}_{50}$,14.32865731462926,3.360470524455593
$\text{Hel}_{50}$,14.37875751503006,3.2429848084478863
$\text{Hel}_{50}$,14.428857715430862,3.129866403779772
$\text{Hel}_{50}$,14.478957915831664,3.0209544771048513
$\text{Hel}_{50}$,14.529058116232465,2.916094007009235
$\text{Hel}_{50}$,14.579158316633267,2.815135582158348
$\text{Hel}_{50}$,14.629258517034069,2.7179352058473683
$\text{Hel}_{50}$,14.67935871743487,2.6243541067985348
$\text{Hel}_{50}$,14.729458917835672,2.5342585560479165
$\text{Hel}_{50}$,14.779559118236474,2.4475196897663523
$\text{Hel}_{50}$,14.829659318637274,2.3640133378581254
$\text{Hel}_{50}$,14.879759519038076,2.283619858183215
$\text{Hel}_{50}$,14.929859719438879,2.206223976250101
$\text{Hel}_{50}$,14.97995991983968,2.131714630227634
$\text{Hel}_{50}$,15.030060120240481,2.059984821126477
$\text{Hel}_{50}$,15.080160320641284,1.9909314680024295
$\text{Hel}_{50}$,15.130260521042084,1.924455268036695
$\text{Hel}_{50}$,15.180360721442886,1.8604605613500667
$\text{Hel}_{50}$,15.230460921843688,1.7988552004102871
$\text{Hel}_{50}$,15.280561122244489,1.7395504238958779
$\text{Hel}_{50}$,15.330661322645291,1.6824607348797826
$\text{Hel}_{50}$,15.380761523046093,1.627503783202144
$\text{Hel}_{50}$,15.430861723446894,1.5746002519014723
$\text{Hel}_{50}$,15.480961923847696,1.5236737475785844
$\text{Hel}_{50}$,15.531062124248498,1.4746506945687088
$\text{Hel}_{50}$,15.581162324649299,1.4274602328019341
$\text{Hel}_{50}$,15.6312625250501,1.3820341192333103
$\text{Hel}_{50}$,15.681362725450903,1.3383066327282904
$\text{Hel}_{50}$,15.731462925851703,1.2962144822915889
$\text{Hel}_{50}$,15.781563126252506,1.2556967185295775
$\text{Hel}_{50}$,15.831663326653308,1.2166946482416279
$\text{Hel}_{50}$,15.881763527054108,1.1791517520355228
$\text{Hel}_{50}$,15.93186372745491,1.1430136048678037
$\text{Hel}_{50}$,15.981963927855713,1.1082277994108267
$\text{Hel}_{50}$,16.032064128256515,1.074743872151771
$\text{Hel}_{50}$,16.082164328657313,1.0425132321320234
$\text{Hel}_{50}$,16.132264529058116,1.0114890922370137
$\text{Hel}_{50}$,16.182364729458918,0.981626402949928
$\text{Hel}_{50}$,16.23246492985972,0.9528817884857972
$\text{Hel}_{50}$,16.282565130260522,0.9252134852231393
$\text{Hel}_{50}$,16.332665330661325,0.8985812823557353
$\text{Hel}_{50}$,16.382765531062123,0.8729464646862084
$\text{Hel}_{50}$,16.432865731462925,0.8482717574887602
$\text{Hel}_{50}$,16.482965931863728,0.82452127336785
$\text{Hel}_{50}$,16.53306613226453,0.8016604610444347
$\text{Hel}_{50}$,16.583166332665332,0.7796560560007038
$\text{Hel}_{50}$,16.633266533066134,0.7584760329205551
$\text{Hel}_{50}$,16.683366733466933,0.7380895598600432
$\text{Hel}_{50}$,16.733466933867735,0.7184669540886262
$\text{Hel}_{50}$,16.783567134268537,0.6995796395416392
$\text{Hel}_{50}$,16.83366733466934,0.681400105826242
$\text{Hel}_{50}$,16.88376753507014,0.6639018687269527
$\text{Hel}_{50}$,16.933867735470944,0.6470594321562544
$\text{Hel}_{50}$,16.983967935871743,0.6308482514992306
$\text{Hel}_{50}$,17.034068136272545,0.6152446983024333
$\text{Hel}_{50}$,17.084168336673347,0.6002260262585537
$\text{Hel}_{50}$,17.13426853707415,0.5857703384410797
$\text{Hel}_{50}$,17.18436873747495,0.5718565557427269
$\text{Hel}_{50}$,17.234468937875754,0.5584643864760892
$\text{Hel}_{50}$,17.284569138276552,0.5455742970928554
$\text{Hel}_{50}$,17.334669338677354,0.533167483982254
$\text{Hel}_{50}$,17.384769539078157,0.5212258463095054
$\text{Hel}_{50}$,17.43486973947896,0.5097319598565946
$\text{Hel}_{50}$,17.48496993987976,0.4986690518282444
$\text{Hel}_{50}$,17.535070140280563,0.48802097658960975
$\text{Hel}_{50}$,17.585170340681362,0.4777721923003355
$\text{Hel}_{50}$,17.635270541082164,0.46790773841303235
$\text{Hel}_{50}$,17.685370741482966,0.4584132140046222
$\text{Hel}_{50}$,17.73547094188377,0.4492747569098583
$\text{Hel}_{50}$,17.78557114228457,0.4404790236281997
$\text{Hel}_{50}$,17.835671342685373,0.43201316997516415
$\text{Hel}_{50}$,17.88577154308617,0.4238648324517271
$\text{Hel}_{50}$,17.935871743486974,0.4160221103039703
$\text{Hel}_{50}$,17.985971943887776,0.4084735482498445
$\text{Hel}_{50}$,18.03607214428858,0.4012081198463875
$\text{Hel}_{50}$,18.08617234468938,0.39421521147522753
$\text{Hel}_{50}$,18.13627254509018,0.38748460692329445
$\text{Hel}_{50}$,18.18637274549098,0.3810064725364555
$\text{Hel}_{50}$,18.236472945891784,0.3747713429256123
$\text{Hel}_{50}$,18.286573146292586,0.36877010720428416
$\text{Hel}_{50}$,18.336673346693388,0.3629939957386341
$\text{Hel}_{50}$,18.38677354709419,0.35743456739055546
$\text{Hel}_{50}$,18.43687374749499,0.3520836972358552
$\text{Hel}_{50}$,18.48697394789579,0.3469335647398566
$\text{Hel}_{50}$,18.537074148296593,0.3419766423739361
$\text{Hel}_{50}$,18.587174348697395,0.3372056846557143
$\text{Hel}_{50}$,18.637274549098198,0.33261371759840586
$\text{Hel}_{50}$,18.687374749499,0.32819402855329827
$\text{Hel}_{50}$,18.7374749498998,0.32394015643097873
$\text{Hel}_{50}$,18.7875751503006,0.31984588228800703
$\text{Hel}_{50}$,18.837675350701403,0.3159052202638577
$\text{Hel}_{50}$,18.887775551102205,0.31211240885699
$\text{Hel}_{50}$,18.937875751503007,0.3084619025264601
$\text{Hel}_{50}$,18.98797595190381,0.30494836360639965
$\text{Hel}_{50}$,19.03807615230461,0.30156665452363995
$\text{Hel}_{50}$,19.08817635270541,0.2983118303049537
$\text{Hel}_{50}$,19.138276553106213,0.29517913136481866
$\text{Hel}_{50}$,19.188376753507015,0.29216397656267645
$\text{Hel}_{50}$,19.238476953907817,0.28926195651945363
$\text{Hel}_{50}$,19.28857715430862,0.28646882718373945
$\text{Hel}_{50}$,19.338677354709418,0.28378050363897955
$\text{Hel}_{50}$,19.38877755511022,0.2811930541420793
$\text{Hel}_{50}$,19.438877755511022,0.2787026943843216
$\text{Hel}_{50}$,19.488977955911825,0.27630578196806255
$\text{Hel}_{50}$,19.539078156312627,0.2739988110888021
$\text{Hel}_{50}$,19.58917835671343,0.27177840741728687
$\text{Hel}_{50}$,19.639278557114228,0.26964132317215217
$\text{Hel}_{50}$,19.68937875751503,0.2675844323777028
$\text{Hel}_{50}$,19.739478957915832,0.26560472629870446
$\text{Hel}_{50}$,19.789579158316634,0.26369930904633065
$\text{Hel}_{50}$,19.839679358717436,0.26186539334810277
$\text{Hel}_{50}$,19.88977955911824,0.260100296476935
$\text{Hel}_{50}$,19.939879759519037,0.25840143633183743
$\text{Hel}_{50}$,19.98997995991984,0.2567663276658436
$\text{Hel}_{50}$,20.04008016032064,0.2551925784550235
$\text{Hel}_{50}$,20.090180360721444,0.25367788640352273
$\text{Hel}_{50}$,20.140280561122246,0.25222003557928474
$\text{Hel}_{50}$,20.19038076152305,0.25081689317619293
$\text{Hel}_{50}$,20.240480961923847,0.24946640639706175
$\text{Hel}_{50}$,20.29058116232465,0.2481665994537252
$\text{Hel}_{50}$,20.34068136272545,0.24691557067933445
$\text{Hel}_{50}$,20.390781563126254,0.24571148974865764
$\text{Hel}_{50}$,20.440881763527056,0.24455259500319926
$\text{Hel}_{50}$,20.490981963927858,0.2434371908756816
$\text{Hel}_{50}$,20.541082164328657,0.2423636454117286
$\text{Hel}_{50}$,20.59118236472946,0.24133038788397698
$\text{Hel}_{50}$,20.64128256513026,0.24033590649588632
$\text{Hel}_{50}$,20.691382765531063,0.2393787461715533
