group,bin,r_nm,mean_density_mg_ml,sd_density_mg_ml,curve_density_mg_ml
$\text{IDP}_{50}$,77,22.901521396636962,0.06237651331809476,0.047491768335598754,0.07198810692437974
$\text{IDP}_{50}$,78,23.19702489852905,0.06025451867872359,0.04600056266200267,0.07158469811025725
$\text{IDP}_{50}$,79,23.492528400421143,0.05853925237301285,0.04428024905319768,
$\text{Hel}_{50}$,0,0.14787444114685058,578.7092941804868,114.25878801586329,621.3171545523023
$\text{Hel}_{50}$,1,0.44362332344055166,592.1875343150265,61.453050511613746,620.6979904410955
$\text{Hel}_{50}$,2,0.7393722057342529,609.3762341807233,28.95470732006084,619.9239514472954
$\text{Hel}_{50}$,3,1.035121088027954,624.5388391031312,18.556954328881336,618.9568438873927
$\text{Hel}_{50}$,4,1.3308699703216553,629.0664807686298,8.753480717274781,617.7493624293422
$\text{Hel}_{50}$,5,1.6266188526153562,621.9721960458559,12.484244834033495,616.2430889388261
$\text{Hel}_{50}$,6,1.922367734909057,616.8939733254361,23.138344839441782,614.3661492863082
$\text{Hel}_{50}$,7,2.218116617202759,623.3973575237909,30.51680818199718,612.0305269089383
$\text{Hel}_{50}$,8,2.5138654994964598,620.1709761354006,36.621904034629196,609.1290727620742
$\text{Hel}_{50}$,9,2.809614381790161,613.1098384407484,36.43874837758999,605.5323193636267
$\text{Hel}_{50}$,10,3.105363264083862,605.0316739231711,29.631642275584692,601.0853130203892
$\text{Hel}_{50}$,11,3.401112146377563,597.8653739903983,13.849519724346646,595.6048352495108
$\text{Hel}_{50}$,12,3.6968610286712646,592.9737195755228,7.444587003474475,588.8776020614305
$\text{Hel}_{50}$,13,3.9926099109649655,585.0079480050423,19.40261884227158,580.6603095936046
$\text{Hel}_{50}$,14,4.288358793258666,574.034340437507,13.848451627523682,570.6827172654632
$\text{Hel}_{50}$,15,4.584107675552368,562.4479964975568,13.96281006309443,558.6552669043697
$\text{Hel}_{50}$,16,4.879856557846069,548.6144796039134,14.06593014233758,544.2829088904168
$\text{Hel}_{50}$,17,5.175605440139771,531.9186657752912,12.225681685311082,527.2866477671549
