group,group_label,contact_mode,contact_label,threshold,threshold_reached,time_ps,time_ns,err_low_ps,err_low_ns,err_high_ps,err_high_ns,err_sym_ps,err_sym_ns
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,any_nac_to_nac_bb,Any BB-BB contact,1/e,True,38876.49155865342,38.87649155865342,1029.6840551525747,1.0296840551525748,589.0539234947573,0.5890539234947574,1029.6840551525747,1.0296840551525748
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,any_nac_to_nac_bb,Any BB-BB contact,1/e,True,368547.0356477318,368.5470356477318,49000.60441601486,49.00060441601486,62477.29533677688,62.477295336776876,62477.29533677688,62.477295336776876
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,any_nac_to_nac_bb,Any BB-BB contact,1/e,True,37833.178958439676,37.833178958439674,3302.006827464538,3.302006827464538,3072.547211575162,3.072547211575162,3302.006827464538,3.302006827464538
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,any_nac_to_nac_bb,Any BB-BB contact,1/e,True,39272.324500421695,39.272324500421696,2534.620558636605,2.534620558636605,2944.216091614173,2.944216091614173,2944.216091614173,2.944216091614173
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,three_antisymmetric_nac_bb,Any 3 antisymmetric BB contacts,1/e,True,902.2052426943254,0.9022052426943254,3.9425340967960665,0.003942534096796066,3.9772947463878836,0.003977294746387884,3.9772947463878836,0.003977294746387884
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,three_antisymmetric_nac_bb,Any 3 antisymmetric BB contacts,1/e,True,119632.87814336886,119.63287814336886,50839.23779584226,50.83923779584226,72066.76843995765,72.06676843995766,72066.76843995765,72.06676843995766
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,three_antisymmetric_nac_bb,Any 3 antisymmetric BB contacts,1/e,True,933.3186682924912,0.9333186682924912,13.20397738379063,0.01320397738379063,13.588458493455846,0.013588458493455847,13.588458493455846,0.013588458493455847
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,three_antisymmetric_nac_bb,Any 3 antisymmetric BB contacts,1/e,True,987.6442190676294,0.9876442190676293,64.07657110158857,0.06407657110158857,488.60914253358965,0.48860914253358967,488.60914253358965,0.48860914253358967
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,antisymmetric_nac_bb,Any 1 antisymmetric BB contact,1/e,True,1945.665331155752,1.9456653311557521,53.85592651960269,0.05385592651960269,57.83342147307985,0.05783342147307985,57.83342147307985,0.05783342147307985
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,antisymmetric_nac_bb,Any 1 antisymmetric BB contact,1/e,True,276865.4296576863,276.8654296576863,9900.23335801001,9.90023335801001,13723.823520658305,13.723823520658305,13723.823520658305,13.723823520658305
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,antisymmetric_nac_bb,Any 1 antisymmetric BB contact,1/e,True,2057.80029156856,2.0578002915685603,165.31783674680173,0.16531783674680173,265.6934467173933,0.26569344671739326,265.6934467173933,0.26569344671739326
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,antisymmetric_nac_bb,Any 1 antisymmetric BB contact,1/e,True,2486.1320319271817,2.486132031927182,116.15264268247756,0.11615264268247756,103.08267209521227,0.10308267209521227,116.15264268247756,0.11615264268247756
G1_Wcluster_alhx0,$\mathrm{IDP}_{50}$,triplet_antisymmetric_nac_bb,3 consecutive antisymmetric BB contacts,1/e,True,866.0046393625039,0.8660046393625039,5.701529090258646,0.0057015290902586455,5.777605321997044,0.0057776053219970435,5.777605321997044,0.0057776053219970435
G2_Wcluster_alhx700,$\mathrm{Hel}_{50}$,triplet_antisymmetric_nac_bb,3 consecutive antisymmetric BB contacts,1/e,True,8585.10396729879,8.58510396729879,7597.047929720777,7.597047929720777,62273.36431677866,62.27336431677866,62273.36431677866,62.27336431677866
G3_Onmem_plus,$\mathrm{IDP}_{50}$-Mem,triplet_antisymmetric_nac_bb,3 consecutive antisymmetric BB contacts,1/e,True,891.9014068809322,0.8919014068809322,11.719364646591089,0.01171936464659109,12.035655746402654,0.012035655746402654,12.035655746402654,0.012035655746402654
G4_Onmem_wall,$\mathrm{Hel}_{10}\mathrm{IDP}_{40}$-Mem,triplet_antisymmetric_nac_bb,3 consecutive antisymmetric BB contacts,1/e,True,885.4676218475773,0.8854676218475773,19.69439882367351,0.01969439882367351,20.611262203140768,0.02061126220314077,20.611262203140768,0.02061126220314077
