# Time(ns) Kappa2 Rg(A) Size L_minor(A) L_mid(A) L_major(A)
# Generated from /data/jychen/MD_projects/curvature_phase/Alpha-Synuclein/martini3001/Martini_alhx/mdrun/M3IDP/W_cluster/alhx_700_re2/TR_Mdvwhole/clus_centered.xtc
# AvgKappa2=0.1122+-0.0416
10000.0000 0.1190 82.2012 47.0000 32.5706 44.5458 60.9250
10001.0000 0.1228 81.9437 47.0000 32.5253 43.9726 61.0188
10002.0000 0.1173 82.1406 47.0000 32.6036 44.6177 60.7729
10003.0000 0.1150 81.9604 47.0000 32.6923 44.5646 60.5203
10004.0000 0.1130 81.7696 47.0000 32.7533 44.5129 60.2669
10005.0000 0.1203 82.6328 47.0000 32.6039 44.7999 61.3037
10006.0000 0.1077 82.7110 47.0000 33.1861 45.5155 60.5652
10007.0000 0.1035 82.6783 47.0000 33.4043 45.6809 60.2753
10008.0000 0.1044 82.4015 47.0000 33.2065 45.5341 60.1163
10009.0000 0.1083 82.7710 47.0000 33.2425 45.4409 60.6720
10010.0000 0.1098 82.4988 47.0000 33.0938 45.1790 60.5782
10011.0000 0.1165 82.6777 47.0000 32.9509 44.8333 61.1541
10012.0000 0.1122 82.4859 47.0000 32.8124 45.2427 60.6660
10013.0000 0.1118 82.4009 47.0000 32.3894 45.6944 60.4389
10014.0000 0.1131 82.6653 47.0000 32.4904 45.7068 60.7355
10015.0000 0.1056 82.2641 47.0000 32.1898 46.4829 59.7540
10016.0000 0.1084 82.5345 47.0000 32.0973 46.5591 60.1162
10017.0000 0.1094 82.5439 47.0000 32.0988 46.4493 60.2132
10018.0000 0.1105 82.4925 47.0000 32.2886 46.0523 60.3461
10019.0000 0.1036 82.2550 47.0000 32.8148 45.9329 59.8267
10020.0000 0.0983 81.8924 47.0000 33.1204 45.7882 59.2692
10021.0000 0.1006 81.9046 47.0000 33.1178 45.5409 59.4778
10022.0000 0.1006 81.5235 47.0000 33.0820 45.1853 59.2448
10023.0000 0.0944 80.9964 47.0000 33.3376 45.0199 58.4998
10024.0000 0.0958 81.0302 47.0000 32.8869 45.4493 58.4697
10025.0000 0.0996 81.2743 47.0000 33.0837 45.0330 59.0170
10026.0000 0.0986 81.4959 47.0000 33.2377 45.1962 59.1113
10027.0000 0.0970 81.2605 47.0000 33.1752 45.2030 58.8164
10028.0000 0.1006 81.2213 47.0000 33.2314 44.6945 59.1182
10029.0000 0.1004 81.2335 47.0000 33.0486 44.9497 59.0441
10030.0000 0.1004 80.9441 47.0000 32.8888 44.8363 58.8215
10031.0000 0.0983 80.9141 47.0000 32.9318 44.9854 58.6422
10032.0000 0.0958 81.0299 47.0000 33.3383 44.8983 58.6392
10033.0000 0.1027 80.9461 47.0000 33.2619 44.1475 59.1346
10034.0000 0.1004 80.9529 47.0000 32.9492 44.7742 58.8471
10035.0000 0.1015 80.8651 47.0000 32.9149 44.6085 58.8715
10036.0000 0.1058 80.5078 47.0000 32.7882 43.9345 58.9593
10037.0000 0.1040 80.7417 47.0000 33.0653 44.0317 59.0518
10038.0000 0.1042 80.5867 47.0000 32.7353 44.2446 58.8645
10039.0000 0.1002 80.1801 47.0000 32.9621 43.9758 58.3822
10040.0000 0.1039 80.1228 47.0000 32.8929 43.6162 58.6119
10041.0000 0.1107 80.5030 47.0000 32.7488 43.4754 59.3139
10042.0000 0.1114 80.5629 47.0000 32.8979 43.3048 59.4374
10043.0000 0.1188 80.9017 47.0000 32.6592 43.1899 60.1090
10044.0000 0.1173 80.5804 47.0000 32.4541 43.2410 59.7507
